"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"4",1700757263607,"23/11/2023 16:34:23",1700757263607,0,"23/11/2023 16:34:23",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",22449.809,33749.494,33766.516,22449.809,33749.494,33766.516,1,22449.809,11316.707,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF71080"
"5",1700757263608,"23/11/2023 16:34:23",1700757263608,0,"23/11/2023 16:34:23",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",31432.664,33749.494,33766.516,31432.664,33749.494,33766.516,1,31432.664,2333.852,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF71080"
"6",1700757287348,"23/11/2023 16:34:47",1700757287348,0,"23/11/2023 16:34:47",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",23767.127000006,23750.56,23767.127000006,23767.127000006,23750.56,23767.127000006,1,23767.127000006,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF71080"
"7",1700757287351,"23/11/2023 16:34:47",1700757287351,0,"23/11/2023 16:34:47",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",5233.469,23750.56,23768.09,5233.469,23750.56,23768.09,1,5233.469,18534.621,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF71080"
"8",1700757287352,"23/11/2023 16:34:47",1700757287352,0,"23/11/2023 16:34:47",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",10983.406,23750.56,23768.09,10983.406,23750.56,23768.09,1,10983.406,12784.684,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF71080"
"9",1700757287353,"23/11/2023 16:34:47",1700757287353,0,"23/11/2023 16:34:47",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",20949.746,23750.56,23768.09,20949.746,23750.56,23768.09,1,20949.746,2818.344,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF71080"
"10",1700757306695,"23/11/2023 16:35:06",1700757306695,0,"23/11/2023 16:35:06",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",19362.766999994,19349.765,19362.766999994,19362.766999994,19349.765,19362.766999994,1,19362.766999994,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF71080"
"11",1700757306698,"23/11/2023 16:35:06",1700757306698,0,"23/11/2023 16:35:06",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5049.322,19349.765,19366.667,5049.322,19349.765,19366.667,1,5049.322,14317.345,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF71080"
"12",1700757306699,"23/11/2023 16:35:06",1700757306699,0,"23/11/2023 16:35:06",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",13115.899,19349.765,19367.266999994,13115.899,19349.765,19367.266999994,1,13115.899,6251.36799999404,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF71080"
"13",1700757306700,"23/11/2023 16:35:06",1700757306700,0,"23/11/2023 16:35:06",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",18099.303,19349.765,19367.611,18099.303,19349.765,19367.611,1,18099.303,1268.308,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF71080"
"14",1700757306705,"23/11/2023 16:35:06",1700757306705,0,"23/11/2023 16:35:06",152734,7,"questionnaire-uu2n",NA,33167263,9820614,NA,"rejected - time limit reached",NA,"655f7cee341aac1418144400","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x800","1280x643",NA,NA,0,"BIQ (Charlotte)",2,"In","BCADLEKFJGIH",NA,"In",6,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF71080"
"1",1700757238873,"23/11/2023 16:33:58",1700757238873,0,"23/11/2023 16:33:58",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF52836"
"2",1700757285528,"23/11/2023 16:34:45",1700757285528,0,"23/11/2023 16:34:45",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",46663.3409999285,46650.863,46663.3409999285,46663.3409999285,46650.863,46663.3409999285,1,46663.3409999285,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF52836"
"3",1700757285529,"23/11/2023 16:34:45",1700757285529,0,"23/11/2023 16:34:45",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",30217.504,46650.863,46667.529,30217.504,46650.863,46667.529,1,30217.504,16450.025,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF52836"
"4",1700757285530,"23/11/2023 16:34:45",1700757285530,0,"23/11/2023 16:34:45",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",37650.54,46650.863,46667.529,37650.54,46650.863,46667.529,1,37650.54,9016.98900000001,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF52836"
"5",1700757285530,"23/11/2023 16:34:45",1700757285530,0,"23/11/2023 16:34:45",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",45334.249,46650.863,46667.529,45334.249,46650.863,46667.529,1,45334.249,1333.28000000001,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF52836"
"6",1700757313089,"23/11/2023 16:35:13",1700757313089,0,"23/11/2023 16:35:13",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",27579.9779999285,27567.609,27579.9779999285,27579.9779999285,27567.609,27579.9779999285,1,27579.9779999285,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF52836"
"7",1700757313091,"23/11/2023 16:35:13",1700757313091,0,"23/11/2023 16:35:13",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",6933.739,27567.609,27582.0779999523,6933.739,27567.609,27582.0779999523,1,6933.739,20648.3389999523,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF52836"
"8",1700757313091,"23/11/2023 16:35:13",1700757313091,0,"23/11/2023 16:35:13",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",14084.131,27567.609,27582.4779999285,14084.131,27567.609,27582.4779999285,1,14084.131,13498.3469999285,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF52836"
"9",1700757313092,"23/11/2023 16:35:13",1700757313092,0,"23/11/2023 16:35:13",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",26834.305,27567.609,27582.8780000238,26834.305,27567.609,27582.8780000238,1,26834.305,748.57300002384,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF52836"
"10",1700757332452,"23/11/2023 16:35:32",1700757332452,0,"23/11/2023 16:35:32",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",19375.8689999285,19367.257,19375.8689999285,19375.8689999285,19367.257,19375.8689999285,1,19375.8689999285,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF52836"
"11",1700757332455,"23/11/2023 16:35:32",1700757332455,0,"23/11/2023 16:35:32",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",9966.94899999999,19367.257,19378.5689999762,9966.94899999999,19367.257,19378.5689999762,1,9966.94899999999,9411.61999997616,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF52836"
"12",1700757332455,"23/11/2023 16:35:32",1700757332455,0,"23/11/2023 16:35:32",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",15750.735,19367.257,19378.9689999523,15750.735,19367.257,19378.9689999523,1,15750.735,3628.23399995231,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF52836"
"13",1700757332456,"23/11/2023 16:35:32",1700757332456,0,"23/11/2023 16:35:32",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",18633.953,19367.257,19379.5689999762,18633.953,19367.257,19379.5689999762,1,18633.953,745.615999976158,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF52836"
"14",1700757332461,"23/11/2023 16:35:32",1700757332461,0,"23/11/2023 16:35:32",152734,7,"questionnaire-uu2n",NA,33167274,9820625,NA,"rejected - time limit reached",NA,"655f7bfa11ced56ce4d7f577","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 117.0.0.0","1440x900","1440x698",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",2,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF52836"
"1",1700757346831,"23/11/2023 16:35:46",1700757346831,0,"23/11/2023 16:35:46",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF16028"
"2",1700757531406,"23/11/2023 16:38:51",1700757531406,0,"23/11/2023 16:38:51",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",184582.921999994,184567.7,184582.921999994,184582.921999994,184567.7,184582.921999994,1,184582.921999994,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF16028"
"3",1700757531410,"23/11/2023 16:38:51",1700757531410,0,"23/11/2023 16:38:51",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",122996.254,184567.7,184584.373,122996.254,184567.7,184584.373,1,122996.254,61588.119,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF16028"
"4",1700757531410,"23/11/2023 16:38:51",1700757531410,0,"23/11/2023 16:38:51",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",160262.921,184567.7,184584.373,160262.921,184567.7,184584.373,1,160262.921,24321.452,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF16028"
"5",1700757531411,"23/11/2023 16:38:51",1700757531411,0,"23/11/2023 16:38:51",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",178798.842,184567.7,184584.373,178798.842,184567.7,184584.373,1,178798.842,5785.53100000002,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF16028"
"6",1700757607611,"23/11/2023 16:40:07",1700757607611,0,"23/11/2023 16:40:07",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",76228.4219999821,76216.583,76228.4219999821,76228.4219999821,76216.583,76228.4219999821,1,76228.4219999821,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF16028"
"7",1700757607616,"23/11/2023 16:40:07",1700757607616,0,"23/11/2023 16:40:07",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",25765.734,76216.583,76233.256,25765.734,76216.583,76233.256,1,25765.734,50467.522,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF16028"
"8",1700757607617,"23/11/2023 16:40:07",1700757607617,0,"23/11/2023 16:40:07",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",46984.337,76216.583,76233.256,46984.337,76216.583,76233.256,1,46984.337,29248.919,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF16028"
"9",1700757607618,"23/11/2023 16:40:07",1700757607618,0,"23/11/2023 16:40:07",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",75149.511,76216.583,76233.256,75149.511,76216.583,76233.256,1,75149.511,1083.74500000002,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF16028"
"10",1700757719865,"23/11/2023 16:41:59",1700757719865,0,"23/11/2023 16:41:59",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",112262.932,112246.259,112262.932,112262.932,112246.259,112262.932,1,112262.932,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF16028"
"11",1700757719870,"23/11/2023 16:41:59",1700757719870,0,"23/11/2023 16:41:59",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",77099.019,112246.259,112262.932,77099.019,112246.259,112262.932,1,77099.019,35163.9129999999,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF16028"
"12",1700757719871,"23/11/2023 16:41:59",1700757719871,0,"23/11/2023 16:41:59",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",95877.699,112246.259,112262.932,95877.699,112246.259,112262.932,1,95877.699,16385.233,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF16028"
"13",1700757719872,"23/11/2023 16:41:59",1700757719872,0,"23/11/2023 16:41:59",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",108278.085,112246.259,112262.932,108278.085,112246.259,112262.932,1,108278.085,3984.84699999995,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF16028"
"14",1700757719874,"23/11/2023 16:41:59",1700757719874,0,"23/11/2023 16:41:59",152734,7,"questionnaire-uu2n",NA,33167422,9820510,NA,"rejected - time limit reached",NA,"655f7a4f2a94cd085a122ad7","computer","Desktop or Laptop","Mac OS 10.15.7","Opera 102.0.0.0","1280x800","1226x685",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF16028"
"1",1700757491146,"23/11/2023 16:38:11",1700757491146,0,"23/11/2023 16:38:11",152734,7,"questionnaire-uu2n",NA,33167628,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1479x746",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF34905"
"2",1700757635811,"23/11/2023 16:40:35",1700757635811,0,"23/11/2023 16:40:35",152734,7,"questionnaire-uu2n",NA,33167628,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1479x746",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",144676.165,144659.656,144676.165,144676.165,144659.656,144676.165,1,144676.165,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF34905"
"3",1700757635815,"23/11/2023 16:40:35",1700757635815,0,"23/11/2023 16:40:35",152734,7,"questionnaire-uu2n",NA,33167628,9820571,NA,"rejected - time limit reached",NA,"655f7bf4cf8aa35058101177","computer","Desktop or Laptop","Windows 10","Edge 112.0.1722.48","1536x864","1479x746",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In",6,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",66857.327,144659.656,144676.165,66857.327,144659.656,144676.165,1,66857.327,77818.838,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF34905"
