"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1701956791172,"07/12/2023 13:46:31",1701956791172,0,"07/12/2023 13:46:31",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF43489"
"2",1701956817827,"07/12/2023 13:46:57",1701956817827,0,"07/12/2023 13:46:57",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",26658.64,26645.94,26658.64,26658.64,26645.94,26658.64,1,26658.64,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF43489"
"3",1701956817829,"07/12/2023 13:46:57",1701956817829,0,"07/12/2023 13:46:57",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",8829.12,26645.94,26660.64,8829.12,26645.94,26660.64,1,8829.12,17831.52,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF43489"
"4",1701956817829,"07/12/2023 13:46:57",1701956817829,0,"07/12/2023 13:46:57",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",21962.56,26645.94,26660.64,21962.56,26645.94,26660.64,1,21962.56,4698.08,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF43489"
"5",1701956817829,"07/12/2023 13:46:57",1701956817829,0,"07/12/2023 13:46:57",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",25812.56,26645.94,26660.64,25812.56,26645.94,26660.64,1,25812.56,848.080000000002,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF43489"
"6",1701956837150,"07/12/2023 13:47:17",1701956837150,0,"07/12/2023 13:47:17",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",19334.7,19333.44,19334.7,19334.7,19333.44,19334.7,1,19334.7,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF43489"
"7",1701956837151,"07/12/2023 13:47:17",1701956837151,0,"07/12/2023 13:47:17",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",4383.36,19333.44,19335.7,4383.36,19333.44,19335.7,1,4383.36,14952.34,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF43489"
"8",1701956837151,"07/12/2023 13:47:17",1701956837151,0,"07/12/2023 13:47:17",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",9183.36,19333.44,19335.7,9183.36,19333.44,19335.7,1,9183.36,10152.34,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF43489"
"9",1701956837151,"07/12/2023 13:47:17",1701956837151,0,"07/12/2023 13:47:17",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",14033.42,19333.44,19335.7,14033.42,19333.44,19335.7,1,14033.42,5302.28,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF43489"
"10",1701956849338,"07/12/2023 13:47:29",1701956849338,0,"07/12/2023 13:47:29",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12189.26,12183.44,12189.26,12189.26,12183.44,12189.26,1,12189.26,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF43489"
"11",1701956849340,"07/12/2023 13:47:29",1701956849340,0,"07/12/2023 13:47:29",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4466.7,12183.44,12191.26,4466.7,12183.44,12191.26,1,4466.7,7724.56,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF43489"
"12",1701956849340,"07/12/2023 13:47:29",1701956849340,0,"07/12/2023 13:47:29",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",8050.08,12183.44,12191.26,8050.08,12183.44,12191.26,1,8050.08,4141.18,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF43489"
"13",1701956849340,"07/12/2023 13:47:29",1701956849340,0,"07/12/2023 13:47:29",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",10666.76,12183.44,12191.26,10666.76,12183.44,12191.26,1,10666.76,1524.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF43489"
"14",1701956849341,"07/12/2023 13:47:29",1701956849341,0,"07/12/2023 13:47:29",152734,16,"questionnaire-uu2n",NA,33517691,9923458,NA,"complete",NA,"6571cb4bdeac88baee068bc7","computer","Desktop or Laptop","Windows 10","Firefox 120.0","1600x900","1600x766",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF43489"
