getAnswerDur,showChoiceDur,showResultDur,isiDur,itiDur,iriDur,rpeHighMax,rpeLowMax,pCongruent,maxIncongInARow,blockCond,participant,session,condition,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_8.keys,key_resp_8.rt,rating_all_t.response,rating_all_t.rt,rating_all_t.tStart,rndRatTrial.thisRepN,rndRatTrial.thisTrialN,rndRatTrial.thisN,rndRatTrial.thisIndex,rndRatTrial.ran,Emo,Labs,Labs2,key_resp_9.keys,key_resp_9.rt,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,key_resp_5.keys,key_resp_5.rt,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,key_resp_6.keys,key_resp_6.rt,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,alt_choices2,pic_choices2,TopAlt_Choice2,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,key_resp_7.keys,key_resp_7.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,currSlide,currImage,currText,OC2Loop.thisRepN,OC2Loop.thisTrialN,OC2Loop.thisN,OC2Loop.thisIndex,OC2Loop.ran,targetHappiness,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,choiceKey.keys,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,trialLoop.ran,highAmount,finalWinnings,cashBonus,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,logWinningsLoop.ran
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,75.92592593,2.9989,2.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,71.48148148,6.257,2.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,66.48148148,5.8307,2.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,69.44444444,3.6111,2.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,67.96296296,4.086,2.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,73.33333333,3.1172,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,74.44444444,3.18,2.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,65.74074074,6.4965,2.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,67.40740741,3.8508,2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,69.25925926,3.6494,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,68.14814815,5.5847,2.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,67.40740741,3.173,2.002,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,65.37037037,2.9401,2.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,76.66666667,3.5703,2.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,70.74074074,3.6924,2.0026,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,73.88888889,4.8108,2.0014,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,68.33333333,4.2954,2.0024,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.6653,-59.81481481,4.1893,0,0,0,0,1,gambling game,011.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.18518519,1.5066,0,1,1,1,1,stand up,002.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.85185185,1.0945,0,2,2,2,1,stretch,003.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.92592593,0.8471,0,3,3,3,1,make a drink,004.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74074074,0.8097,0,4,4,4,1,scroll social media,005.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.37037037,0.7635,0,5,5,5,1,listen to music,006.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0.8051,0,6,6,6,1,daydream,007.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55555556,0.9614,0,7,7,7,1,watch a short animation,008.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.14814815,0.877,0,8,8,8,1,read a novel,009.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.92592593,1.0854,0,9,9,9,1,read the news,010.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.85185185,2.0998,0,10,10,10,1,rest (looking at a fixed cross),001.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,61.85185185,3.0521,2.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scroll social media,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,65.37037037,2.9889,2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,58.88888889,4.278,2.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.4702,0,0,0,0,1,7,black.png,"In the next part of the task, you will play a gambling game where you can win money by earning points according to your choices. You will decide whether to gamble a number of points or stick with a guaranteed number of points. 
Make your choice by pressing the left or right arrow key once. An example of one trial is shown on the next screen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.2651,0,1,1,1,1,8,example_start.png,"The GAMBLING OPTION will be shown on the RIGHT SIDE. 
Select this option using the RIGHT ARROW KEY on your keyboard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.719,0,2,2,2,1,9,example_gamble.png,"Once you select the gambling choice, the choice you made will remain on the screen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.5065,0,3,3,3,1,10,example_win.png,"The outcome you received will then be shown on the screen. In this example , you WON 10 points.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.1422,0,4,4,4,1,11,example_start.png,"The GUARANTEED OPTION will be shown on the LEFT SIDE. You are 100% guaranteed to gain or lose this amount. In this example, you have a 100% chance of winning 1 point. Select this option using the LEFT ARROW KEY on your keyboard.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.0523,0,5,5,5,1,12,example_certain.png,"Once you select the guaranteed choice, your selection will remain on the screen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9907,0,6,6,6,1,13,black.png,Please make your choices as fast as possible.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
