getAnswerDur,showChoiceDur,showResultDur,isiDur,itiDur,iriDur,rpeHighMax,rpeLowMax,pCongruent,maxIncongInARow,blockCond,participant,session,condition,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_10.keys,key_resp_10.rt,key_resp_8.keys,key_resp_8.rt,rating_all_t.response,rating_all_t.rt,rating_all_t.tStart,rndRatTrial.thisRepN,rndRatTrial.thisTrialN,rndRatTrial.thisN,rndRatTrial.thisIndex,rndRatTrial.ran,Emo,Labs,Labs2,key_resp_9.keys,key_resp_9.rt,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,key_resp_5.keys,key_resp_5.rt,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,key_resp_6.keys,key_resp_6.rt,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,alt_choices2,pic_choices2,TopAlt_Choice2,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,key_resp_7.keys,key_resp_7.rt,instrLoop.thisRepN,instrLoop.thisTrialN,instrLoop.thisN,instrLoop.thisIndex,instrLoop.ran,currSlide,currImage,currText,OC2Loop.thisRepN,OC2Loop.thisTrialN,OC2Loop.thisN,OC2Loop.thisIndex,OC2Loop.ran,targetHappiness,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,choiceKey.keys,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,trialLoop.ran,highAmount,finalWinnings,cashBonus,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,logWinningsLoop.ran
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,21,1,-3.8,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-1.530771895,-2.9,-4.430771895,-3.920514596,gamble,lose,-4.430771895,-9.604284692,,,,,,,0,20,20,3,1,-2.9,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,-2.280058308,-3.9,-6.180058308,-5.420038872,gamble,lose,-6.180058308,-15.784343,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,,,2.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,17,1,-3.9,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,3.701696249,2.701696249,-1,0.23389875,gamble,win,2.701696249,-13.08264675,,,,,,,0,22,22,24,1,-1,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-1.662361106,0,-1.662361106,-1.108240738,gamble,lose,-1.662361106,-14.74500786,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,74.62962963,5.543,2.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,-64.62962963,2.5595,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,7,1,0,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,FALSE,0.5,0,0,4.735482428,5.435482428,0.7,2.278494143,gamble,win,5.435482428,-9.309525429,,,,,,,0,24,24,15,1,0.7,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-3.707698672,3.1,-0.607698672,0.628200885,gamble,lose,-0.607698672,-9.9172241,,,,,,,0,25,25,25,1,3.1,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-1.6751184,4,2.3248816,2.8832544,gamble,lose,2.3248816,-7.592342501,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,74.25925926,3.9046,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,1,1,4,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-2.417279741,-1.9,-4.317279741,-3.511519827,gamble,lose,-4.317279741,-11.90962224,,,,,,,0,27,27,13,1,-1.9,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,73.51851852,4.8702,2.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,1.235077149,1.735077149,0.5,0.911692383,gamble,win,1.735077149,-10.17454509,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,,,2.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-73.33333333,6.3365,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,5,1,0.5,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-3.81089924,-1.8,-5.61089924,-4.340599494,gamble,lose,-5.61089924,-15.78544433,,,,,,,0,29,29,26,1,-1.8,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,happy,"unhappy, happy","less happy, more happy",,,,,2.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,0.652894245,-3.347105755,-4,-3.782368585,gamble,win,-3.347105755,-19.13255009,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",,,-80,3.1804,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,bored,"bored, not bored","more bored, less bored",,,-76.66666667,3.3519,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,2,1,-4,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,FALSE,FALSE,TRUE,0.5,0,0,-1.757398069,-0.3,-2.057398069,-1.471598712,gamble,lose,-2.057398069,-21.18994816,,,,,,,0,31,31,0,1,-0.3,,,,,,,
,,,,,,,,,,,63234fefe5521a944420a20f,2CEC8048-6FFE-4DB6-90CB-69534D837D12,0,2023-08-27_23h21.08.950,Pilot_VExplicitOC_RG,2022.2.5,Win32,237.6425856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.18994816,1.5,0,0,0,0,1
