"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Slider_LH.object.2.Value","Random_ID"
"1",1727868988827,"02/10/2024 11:36:28",1727872588827,1,"02/10/2024 13:36:28",187387,10,"questionnaire-txxf",NA,40399992,11788641,NA,"complete",NA,"66fd2d9eeabd49b7347acd1b","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1440x900","1440x812",NA,NA,0,"Life Happiness",2,"In","KAJBICHDGEF",NA,"In","MH_OCT","seq1","-74","MDPRF94098"
"1",1727869204064,"02/10/2024 11:40:04",1727872804064,1,"02/10/2024 13:40:04",187387,10,"questionnaire-txxf",NA,40400152,11788647,NA,"complete",NA,"66fd2c2b5ddadef5bbc61c85","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1366x768","1366x633",NA,NA,0,"Life Happiness",2,"In","GHFIEJDKCAB",NA,"In","MH_OCT","seq1","31","MDPRF91483"
"1",1727869413564,"02/10/2024 11:43:33",1727873013564,1,"02/10/2024 13:43:33",187387,10,"questionnaire-txxf",NA,40400303,11788707,NA,"complete",NA,"66fd3106c13c60410e77b1ff","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x703",NA,NA,0,"Life Happiness",2,"In","CDBEAFKGJHI",NA,"In","HM_OCT","seq4","-17","MDPRF06078"
"1",1727869421437,"02/10/2024 11:43:41",1727873021437,1,"02/10/2024 13:43:41",187387,10,"questionnaire-txxf",NA,40400311,11788669,NA,"complete",NA,"66fd2ec9cfd72d495fa5abfb","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"Life Happiness",2,"In","ABKCJDIEHFG",NA,"In","MH_OCT","seq2","59","MDPRF84965"
"1",1727869546532,"02/10/2024 11:45:46",1727873146532,1,"02/10/2024 13:45:46",187387,10,"questionnaire-txxf",NA,40400409,11788719,NA,"complete",NA,"66fd310860f31804a2072dd6","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x953",NA,NA,0,"Life Happiness",2,"In","HIGJFKEADBC",NA,"In","HM_OCT","seq5","-20","MDPRF14962"
"1",1727869559392,"02/10/2024 11:45:59",1727873159392,1,"02/10/2024 13:45:59",187387,10,"questionnaire-txxf",NA,40400422,11788717,NA,"complete",NA,"66fd315c767ab87bfc96bf18","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1366x768","1366x641",NA,NA,0,"Life Happiness",2,"In","EFDGCHBIAJK",NA,"In","HM_OCT","seq2","89","MDPRF80769"
"1",1727869712359,"02/10/2024 11:48:32",1727873312359,1,"02/10/2024 13:48:32",187387,10,"questionnaire-txxf",NA,40400518,11788668,NA,"complete",NA,"66fd2d896e17a347c9d5a3b9","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1536x864","1536x730",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"In","HM_OCT","seq3","20","MDPRF47514"
"1",1727869784917,"02/10/2024 11:49:44",1727851784917,-5,"02/10/2024 01:49:44",187387,10,"questionnaire-txxf",NA,40400564,11788798,NA,"complete",NA,"66fd3210c4f670b407936f21","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1600","1249x1437",NA,NA,0,"Life Happiness",2,"In","FGEHDICJBKA",NA,"In","MH_OCT","seq1","-57","MDPRF11912"
"1",1727869864038,"02/10/2024 11:51:04",1727873464038,1,"02/10/2024 13:51:04",187387,10,"questionnaire-txxf",NA,40400619,11788789,NA,"complete",NA,"66fd32ca341e451340c2a056","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1928x926","1920x925",NA,NA,0,"Life Happiness",2,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","43","MDPRF63216"
"1",1727869945774,"02/10/2024 11:52:25",1727855545774,-4,"02/10/2024 03:52:25",187387,10,"questionnaire-txxf",NA,40400668,11788612,NA,"complete",NA,"66fd2d26903f75fbf47ad5ee","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1920x1080","1920x957",NA,NA,0,"Life Happiness",2,"In","JKIAHBGCFDE",NA,"In","MH_OCT","seq1","18","MDPRF06847"
