"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day","Multiple.Choice.Grid.object.2.I.swim.across.the.Atlantic.Ocean.to.get.to.work.every.day.Quantised","Random_ID"
"1",1695091550631,"19/09/2023 02:45:50",1695077150631,-4,"18/09/2023 18:45:50",142246,8,"questionnaire-qxhw",NA,31723038,9376799,NA,"complete","uqmpvw","3CTOC39K3DPZ3OVPP4RTNJHZ0KFJ7Y","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"1-0","1","SUPAMT06162"
"1",1695092058929,"19/09/2023 02:54:18",1695077658929,-4,"18/09/2023 18:54:18",142246,8,"questionnaire-qxhw",NA,31723181,9376854,NA,"complete","fcocsc","3DHE4R9OC2AIQL8IBMPVUF8BWS3G2X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","GHFIEJDKCAB",NA,"0-2","3","SUPAMT34408"
"1",1695070423870,"18/09/2023 20:53:43",1695056023870,-4,"18/09/2023 12:53:43",142246,8,"questionnaire-qxhw",NA,31723184,9376907,NA,"complete","txqrcg","3NJM2BJS42511GTJBY4O01VP9A5PCL","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","HIGJFKEADBC",NA,"1-0","1","SUPAMT92668"
"1",1695080991710,"18/09/2023 23:49:51",1695066591710,-4,"18/09/2023 15:49:51",142246,8,"questionnaire-qxhw",NA,31723198,9376834,NA,"complete","ieqsbq","30X31N5D69PALTCDJ1CRPBACXDZSAJ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1536x864","1536x715",NA,NA,0,"Attention Check 2",2,"In","FGEHDICJBKA",NA,"1","2","SUPAMT06248"
"1",1695070718662,"18/09/2023 20:58:38",1695056318662,-4,"18/09/2023 12:58:38",142246,8,"questionnaire-qxhw",NA,31723286,9376939,NA,"complete","kkueiz","3A1COHJ8NPU7CW5IB9GEP6XFXS88HR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1024x768","1024x651",NA,NA,0,"Attention Check 2",2,"In","IJHKGAFBECD",NA,"1-0","1","SUPAMT33361"
"1",1695070580279,"18/09/2023 20:56:20",1695056180279,-4,"18/09/2023 12:56:20",142246,8,"questionnaire-qxhw",NA,31723317,9376941,NA,"complete","adyhqs","3GS6S824SWWACTNBCARX86XX2WXNWE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","JKIAHBGCFDE",NA,"0-2","3","SUPAMT92026"
"1",1695072825795,"18/09/2023 21:33:45",1695058425795,-4,"18/09/2023 13:33:45",142246,8,"questionnaire-qxhw",NA,31724012,9377069,NA,"complete","civrep","3QECW5O0KN0EUNDBD5Q0R5QC6W2T5K","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","KAJBICHDGEF",NA,"1-0","1","SUPAMT03784"
"1",1695073641964,"18/09/2023 21:47:21",1695059241964,-4,"18/09/2023 13:47:21",142246,8,"questionnaire-qxhw",NA,31724289,9377177,NA,"complete","dxwzix","3AMYWKA6YHLU0Z8HM7E6P1YP46D6OJ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 2",2,"In","ABKCJDIEHFG",NA,"1-0","1","SUPAMT56747"
"1",1695078103853,"18/09/2023 23:01:43",1695063703853,-4,"18/09/2023 15:01:43",142246,8,"questionnaire-qxhw",NA,31725230,9377401,NA,"complete","iejsmz","3M0NZ3JDP7XAGZMAJXFIDTRTRSLZ53","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"Attention Check 2",2,"In","BCADKEJFIGH",NA,"1-0","1","SUPAMT45811"
"1",1695106353201,"19/09/2023 06:52:33",1695091953201,-4,"18/09/2023 22:52:33",142246,8,"questionnaire-qxhw",NA,31726283,9380359,NA,"complete","hkdnml","31LVTDXBLD9FGX34131C8FLR426RLW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"Attention Check 2",2,"In","CDBEAFKGJHI",NA,"1-0","1","SUPAMT46039"
"1",1695088718539,"19/09/2023 01:58:38",1695070718539,-5,"18/09/2023 15:58:38",142246,8,"questionnaire-qxhw",NA,31726340,9380744,NA,"complete","iymwci","3R9WASFE25F2IWFZP9SRZ5I6GN4ZFT","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1429x852",NA,NA,0,"Attention Check 2",2,"In","DECFBGAHKIJ",NA,"1-0","1","SUPAMT05688"
