"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others.Quantised","Multiple.Choice.Grid.object.2.Often.lose.temper","Multiple.Choice.Grid.object.2.Often.lose.temper.Quantised","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time.Quantised","Multiple.Choice.Grid.object.2.Angry.most.of.the.time","Multiple.Choice.Grid.object.2.Angry.most.of.the.time.Quantised","Multiple.Choice.Grid.object.2.Get.angry.frequently","Multiple.Choice.Grid.object.2.Get.angry.frequently.Quantised","Multiple.Choice.Grid.object.2.Lose.temper.easily","Multiple.Choice.Grid.object.2.Lose.temper.easily.Quantised","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems.Quantised","Random_ID"
"1",1695657925045,"25/09/2023 16:05:25",1695643525045,-4,"25/09/2023 08:05:25",142246,8,"questionnaire-79c5",NA,31841896,9414868,NA,"complete","ekokfm","3FE7TXL1LOM93A2WEIU7OTCD3EZ2Q0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT12467"
"1",1695679971960,"25/09/2023 22:12:51",1695661971960,-5,"25/09/2023 12:12:51",142246,8,"questionnaire-79c5",NA,31842033,9414882,NA,"complete","agkhcs","3RKNTXVS3SXRJ8A2T0G9R8U6JA9A4X","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","SUPAMT06979"
"1",1695663056628,"25/09/2023 17:30:56",1695648656628,-4,"25/09/2023 09:30:56",142246,8,"questionnaire-79c5",NA,31844388,9415297,NA,"complete","utwuoq","3O7L7BFSHKOOHSQTUUKZHSUG97JIEQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1242x568",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Certainly true","3","Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Certainly true","3","SUPAMT06491"
"1",1695663354870,"25/09/2023 17:35:54",1695648954870,-4,"25/09/2023 09:35:54",142246,8,"questionnaire-79c5",NA,31844514,9415557,NA,"complete","rtfaed","37FMASSAYIQQAPE9K3I9GKOV6ABIBV","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT82095"
"1",1695684945250,"25/09/2023 23:35:45",1695659745250,-7,"25/09/2023 09:35:45",142246,8,"questionnaire-79c5",NA,31854774,9418053,NA,"complete","kwdftd","3EJJQNKU9X4DU1KEAIMEGNSKOKRHR8","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1920x1080","946x993",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Somewhat true","2","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Somewhat true","2","SUPAMT45302"
"1",1695674709330,"25/09/2023 20:45:09",1695660309330,-4,"25/09/2023 12:45:09",142246,8,"questionnaire-79c5",NA,31855152,9418144,NA,"complete","cqaqdn","37ZHEEHM62LOIAT0MJZ67C0A43L73Y","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT65956"
"1",1695698067947,"26/09/2023 03:14:27",1695683667947,-4,"25/09/2023 19:14:27",142246,8,"questionnaire-79c5",NA,31856471,9418156,NA,"complete","ktggxp","3RXPCZQMQVAB10QMSIPHPWY65MQG1I","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","SUPAMT47214"
"1",1695676591079,"25/09/2023 21:16:31",1695662191079,-4,"25/09/2023 13:16:31",142246,8,"questionnaire-79c5",NA,31856631,9418151,NA,"complete","jolhkp","3X73LLYYQ7DSF3SMHB5X73NANN8HNQ","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT79503"
"1",1695676770582,"25/09/2023 21:19:30",1695662370582,-4,"25/09/2023 13:19:30",142246,8,"questionnaire-79c5",NA,31856755,9418133,NA,"complete","wgrwpi","3D4CH1LGEGSTQ5THWV4A42GP3YEG9R","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT43578"
"1",1695677873434,"25/09/2023 21:37:53",1695663473434,-4,"25/09/2023 13:37:53",142246,8,"questionnaire-79c5",NA,31857420,9418957,NA,"complete","vopbux","320DUZ38GDLIWH6QI7VNTWUSZ3XJGW","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT32274"
"1",1695701488423,"26/09/2023 04:11:28",1695687088423,-4,"25/09/2023 20:11:28",142246,8,"questionnaire-79c5",NA,31858484,9419319,NA,"complete","kuixbo","35USIKEBNXFCIE85LSETACYKEAFN6K","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT40465"
"1",1695713608462,"26/09/2023 07:33:28",1695699208462,-4,"25/09/2023 23:33:28",142246,8,"questionnaire-79c5",NA,31868226,9422182,NA,"complete","zycecc","35H6S234SGZ8SP2ZHSI7GVYYNRE65G","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1364x768","1364x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"Somewhat true","2","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT28820"
"1",1695719447577,"26/09/2023 09:10:47",1695705047577,-4,"26/09/2023 01:10:47",142246,8,"questionnaire-79c5",NA,31868800,9422324,NA,"complete","dtlpao","3QUO65DNQ0NF2AYIIPC957C578HUOR","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT80411"
"1",1695732975874,"26/09/2023 12:56:15",1695714975874,-5,"26/09/2023 02:56:15",142246,8,"questionnaire-79c5",NA,31870003,9422779,NA,"complete","ivtxxk","39GAF6DQWXZUJXGHHDO3PX1GS5Y1VK","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x651",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT64920"
"1",1695759535200,"26/09/2023 20:18:55",1695745135200,-4,"26/09/2023 12:18:55",142246,8,"questionnaire-79c5",NA,31884118,9427371,NA,"complete","gvtnvv","3OXV7EAXLKP5EAFV39UE1Y0E9ZL36T","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT54692"
