"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"10",1695830662167,"27/09/2023 16:04:22",1695816262167,-4,"27/09/2023 08:04:22",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",8254.28200004762,8238.21199999982,8254.28200004762,8254.28200004762,8238.21199999982,8254.28200004762,1,8254.28200004762,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT54273"
"11",1695830662171,"27/09/2023 16:04:22",1695816262171,-4,"27/09/2023 08:04:22",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",4471.81099999975,8238.21199999982,8254.87799999956,4471.81099999975,8238.21199999982,8254.87799999956,1,4471.81099999975,3783.06699999981,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT54273"
"12",1695830662172,"27/09/2023 16:04:22",1695816262172,-4,"27/09/2023 08:04:22",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",4989.32700000005,8238.21199999982,8254.87799999956,4989.32700000005,8238.21199999982,8254.87799999956,1,4989.32700000005,3265.55099999951,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT54273"
"13",1695830662174,"27/09/2023 16:04:22",1695816262174,-4,"27/09/2023 08:04:22",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",5446.11899999995,8238.21199999982,8254.87799999956,5446.11899999995,8238.21199999982,8254.87799999956,1,5446.11899999995,2808.75899999961,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT54273"
"14",1695830662177,"27/09/2023 16:04:22",1695816262177,-4,"27/09/2023 08:04:22",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT54273"
"15",1695830724306,"27/09/2023 16:05:24",1695816324306,-4,"27/09/2023 08:05:24",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT54273"
"16",1695830724310,"27/09/2023 16:05:24",1695816324310,-4,"27/09/2023 08:05:24",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT54273"
"1",1695828140870,"27/09/2023 15:22:20",1695813740870,-4,"27/09/2023 07:22:20",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT30004"
"2",1695828148886,"27/09/2023 15:22:28",1695813748886,-4,"27/09/2023 07:22:28",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",8030.227,8013.561,8030.227,8030.227,8013.561,8030.227,1,8030.227,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT30004"
"3",1695828148887,"27/09/2023 15:22:28",1695813748887,-4,"27/09/2023 07:22:28",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",3755.466,8013.561,8030.227,3755.466,8013.561,8030.227,1,3755.466,4274.761,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT30004"
"4",1695828148887,"27/09/2023 15:22:28",1695813748887,-4,"27/09/2023 07:22:28",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",4866.618,8013.561,8030.227,4866.618,8013.561,8030.227,1,4866.618,3163.609,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT30004"
"5",1695828148888,"27/09/2023 15:22:28",1695813748888,-4,"27/09/2023 07:22:28",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","3",6754.676,8013.561,8030.227,6754.676,8013.561,8030.227,1,6754.676,1275.551,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT30004"
"6",1695828156779,"27/09/2023 15:22:36",1695813756779,-4,"27/09/2023 07:22:36",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",7915.82799961853,7906.32,7915.82799961853,7915.82799961853,7906.32,7915.82799961853,1,7915.82799961853,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT30004"
"7",1695828156782,"27/09/2023 15:22:36",1695813756782,-4,"27/09/2023 07:22:36",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2210.908,7906.32,7919.32799961853,2210.908,7906.32,7919.32799961853,1,2210.908,5708.41999961853,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT30004"
"8",1695828156783,"27/09/2023 15:22:36",1695813756783,-4,"27/09/2023 07:22:36",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",4833.633,7906.32,7919.928,4833.633,7906.32,7919.928,1,4833.633,3086.295,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT30004"
"9",1695828156784,"27/09/2023 15:22:36",1695813756784,-4,"27/09/2023 07:22:36",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",6036.023,7906.32,7920.72800019073,6036.023,7906.32,7920.72800019073,1,6036.023,1884.70500019073,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT30004"
"10",1695828163619,"27/09/2023 15:22:43",1695813763619,-4,"27/09/2023 07:22:43",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",6849.80799980927,6839.429,6849.80799980927,6849.80799980927,6839.429,6849.80799980927,1,6849.80799980927,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT30004"
"11",1695828163620,"27/09/2023 15:22:43",1695813763620,-4,"27/09/2023 07:22:43",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",1314.39,6839.429,6850.7079994278,1314.39,6839.429,6850.7079994278,1,1314.39,5536.3179994278,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT30004"
"12",1695828163621,"27/09/2023 15:22:43",1695813763621,-4,"27/09/2023 07:22:43",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2932.616,6839.429,6851.40800019074,2932.616,6839.429,6851.40800019074,1,2932.616,3918.79200019073,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT30004"
"13",1695828163621,"27/09/2023 15:22:43",1695813763621,-4,"27/09/2023 07:22:43",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",5428.658,6839.429,6852.108,5428.658,6839.429,6852.108,1,5428.658,1423.45,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT30004"
"14",1695828163628,"27/09/2023 15:22:43",1695813763628,-4,"27/09/2023 07:22:43",144339,3,"questionnaire-uu2n",NA,31899857,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKEADBC",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT30004"
"1",1695829768144,"27/09/2023 15:49:28",1695815368144,-4,"27/09/2023 07:49:28",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT08836"
"2",1695829773973,"27/09/2023 15:49:33",1695815373973,-4,"27/09/2023 07:49:33",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",5859.5,5843.75,5859.5,5859.5,5843.75,5859.5,1,5859.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT08836"
"3",1695829773973,"27/09/2023 15:49:33",1695815373973,-4,"27/09/2023 07:49:33",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",2750,5843.75,5865.5,2750,5843.75,5865.5,1,2750,3115.5,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT08836"
"4",1695829773974,"27/09/2023 15:49:33",1695815373974,-4,"27/09/2023 07:49:33",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",3375,5843.75,5866.5,3375,5843.75,5866.5,1,3375,2491.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT08836"
"5",1695829773974,"27/09/2023 15:49:33",1695815373974,-4,"27/09/2023 07:49:33",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",5000,5843.75,5866.5,5000,5843.75,5866.5,1,5000,866.5,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT08836"
"6",1695829778323,"27/09/2023 15:49:38",1695815378323,-4,"27/09/2023 07:49:38",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4371.75,4343.75,4371.75,4371.75,4343.75,4371.75,1,4371.75,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT08836"
"7",1695829778335,"27/09/2023 15:49:38",1695815378335,-4,"27/09/2023 07:49:38",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2031.25,4343.75,4375,2031.25,4343.75,4375,1,2031.25,2343.75,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT08836"
"8",1695829778336,"27/09/2023 15:49:38",1695815378336,-4,"27/09/2023 07:49:38",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",2656.25,4343.75,4375,2656.25,4343.75,4375,1,2656.25,1718.75,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT08836"
"9",1695829778339,"27/09/2023 15:49:38",1695815378339,-4,"27/09/2023 07:49:38",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",3437.5,4343.75,4375,3437.5,4343.75,4375,1,3437.5,937.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT08836"
"10",1695829783020,"27/09/2023 15:49:43",1695815383020,-4,"27/09/2023 07:49:43",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4718.75,4687.5,4718.75,4718.75,4687.5,4718.75,1,4718.75,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT08836"
"11",1695829783021,"27/09/2023 15:49:43",1695815383021,-4,"27/09/2023 07:49:43",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2343.75,4687.5,4718.75,2343.75,4687.5,4718.75,1,2343.75,2375,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT08836"
"12",1695829783022,"27/09/2023 15:49:43",1695815383022,-4,"27/09/2023 07:49:43",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",3218.75,4687.5,4718.75,3218.75,4687.5,4718.75,1,3218.75,1500,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT08836"
"13",1695829783022,"27/09/2023 15:49:43",1695815383022,-4,"27/09/2023 07:49:43",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",3656.25,4687.5,4718.75,3656.25,4687.5,4718.75,1,3656.25,1062.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT08836"
"14",1695829783029,"27/09/2023 15:49:43",1695815383029,-4,"27/09/2023 07:49:43",144339,3,"questionnaire-uu2n",NA,31900649,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT08836"
"1",1695830578735,"27/09/2023 16:02:58",1695816178735,-4,"27/09/2023 08:02:58",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1707x773",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT54803"
"2",1695830603417,"27/09/2023 16:03:23",1695816203417,-4,"27/09/2023 08:03:23",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1707x773",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24690.9810000954,24677.567,24690.9810000954,24690.9810000954,24677.567,24690.9810000954,1,24690.9810000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT54803"
"3",1695830631240,"27/09/2023 16:03:51",1695816231240,-4,"27/09/2023 08:03:51",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","2049x928",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",52514.8809999523,52509.796,52514.8809999523,52514.8809999523,52509.796,52514.8809999523,1,52514.8809999523,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT54803"
"4",1695830631243,"27/09/2023 16:03:51",1695816231243,-4,"27/09/2023 08:03:51",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","2049x928",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",22223.953,52509.796,52518.181000143,22223.953,52509.796,52518.181000143,1,22223.953,30294.228000143,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT54803"
"5",1695830631244,"27/09/2023 16:03:51",1695816231244,-4,"27/09/2023 08:03:51",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","2049x928",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",50999.64,52509.796,52518.8809999523,50999.64,52509.796,52518.8809999523,1,50999.64,1519.24099995232,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT54803"
"6",1695830631244,"27/09/2023 16:03:51",1695816231244,-4,"27/09/2023 08:03:51",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","2049x928",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",23331.223,52509.796,52519.2810000477,23331.223,52509.796,52519.2810000477,1,23331.223,29188.0580000477,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT54803"
"7",1695830652391,"27/09/2023 16:04:12",1695816252391,-4,"27/09/2023 08:04:12",144339,3,"questionnaire-uu2n",NA,31900997,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","2049x928",NA,NA,0,"BIQ (Charlotte)",2,"In","GHFIEJDKCAB",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",21155.785,21147.092,21155.785,21155.785,21147.092,21155.785,1,21155.785,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT54803"
