"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others","Multiple.Choice.Grid.object.2.Easily.annoyed.by.others.Quantised","Multiple.Choice.Grid.object.2.Often.lose.temper","Multiple.Choice.Grid.object.2.Often.lose.temper.Quantised","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time","Multiple.Choice.Grid.object.2.Stay.angry.for.a.long.time.Quantised","Multiple.Choice.Grid.object.2.Angry.most.of.the.time","Multiple.Choice.Grid.object.2.Angry.most.of.the.time.Quantised","Multiple.Choice.Grid.object.2.Get.angry.frequently","Multiple.Choice.Grid.object.2.Get.angry.frequently.Quantised","Multiple.Choice.Grid.object.2.Lose.temper.easily","Multiple.Choice.Grid.object.2.Lose.temper.easily.Quantised","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems","Multiple.Choice.Grid.object.2.Overall..irritability.causes.me.problems.Quantised","Random_ID"
"1",1695754505998,"26/09/2023 18:55:05",1695740105998,-4,"26/09/2023 10:55:05",144339,3,"questionnaire-79c5",NA,31881032,9426091,NA,"complete","swcbyt","3E337GFOLF7EF7XBX5NFM3B98T2NGG","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"LH","Somewhat true","2","Not true","1","Somewhat true","2","Certainly true","3","Not true","1","Somewhat true","2","Somewhat true","2","SUPAMT25545"
"1",1695777100414,"27/09/2023 01:11:40",1695762700414,-4,"26/09/2023 17:11:40",144339,3,"questionnaire-79c5",NA,31881400,9426275,NA,"complete","rkczlc","3PB5A5BD015PCM5OHY6QQ6PJ8F1G74","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"HL","Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","SUPAMT36750"
"1",1695759481301,"26/09/2023 20:18:01",1695741481301,-5,"26/09/2023 10:18:01",144339,3,"questionnaire-79c5",NA,31881750,9426363,NA,"complete","hrgyvn","3JAOYWH7VO39CX7I7M1QHULXZMCL9S","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1355x698",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"LH","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT76205"
"1",1695757790655,"26/09/2023 19:49:50",1695743390655,-4,"26/09/2023 11:49:50",144339,3,"questionnaire-79c5",NA,31883494,9426787,NA,"complete","jyidxd","3FDJT1UU7A7FR4NOJWC8QE3GOQVK54","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"HL","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","Not true","1","Somewhat true","2","SUPAMT80780"
"1",1695758944032,"26/09/2023 20:09:04",1695744544032,-4,"26/09/2023 12:09:04",144339,3,"questionnaire-79c5",NA,31883927,9427017,NA,"complete","yqrgbg","3AWETUDC98RMSNHPQHYC22VYXLCZID","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"HL","Somewhat true","2","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT01522"
"1",1695782840697,"27/09/2023 02:47:20",1695768440697,-4,"26/09/2023 18:47:20",144339,3,"questionnaire-79c5",NA,31884573,9427531,NA,"complete","meizqp","3Z3ZLGNNSOTYOSYFII8C73H5901Q3H","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT17673"
"1",1695761301705,"26/09/2023 20:48:21",1695746901705,-4,"26/09/2023 12:48:21",144339,3,"questionnaire-79c5",NA,31884629,9427528,NA,"complete","muncwy","3NXNZ5RS1GWAXCIG3S0GYP3W42P79N","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"HL","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT57917"
"1",1695783209763,"27/09/2023 02:53:29",1695768809763,-4,"26/09/2023 18:53:29",144339,3,"questionnaire-79c5",NA,31884763,9427529,NA,"complete","jkszqr","38F71OA9GZV2JPGGAK2XR3MX2PHFM0","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x768",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT04615"
"1",1695783314883,"27/09/2023 02:55:14",1695768914883,-4,"26/09/2023 18:55:14",144339,3,"questionnaire-79c5",NA,31884827,9427638,NA,"complete","vieioq","3TXWC2NHN5PWGA28RVYRTGZSRGWS9P","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"LH","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","SUPAMT06775"
"1",1695783635481,"27/09/2023 03:00:35",1695769235481,-4,"26/09/2023 19:00:35",144339,3,"questionnaire-79c5",NA,31884935,9427654,NA,"complete","vckiee","3NVC2EB65WY7XUP19SP6KPK789S3Y7","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"HL","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT81404"
"1",1695785700030,"27/09/2023 03:35:00",1695771300030,-4,"26/09/2023 19:35:00",144339,3,"questionnaire-79c5",NA,31885544,9427823,NA,"complete","lxyocl","3R6BYFZZPDBDD1FKOR462K2V9TAFXT","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","JKIAHBGCFDE",NA,"HL","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT72701"
"1",1695778637286,"27/09/2023 01:37:17",1695764237286,-4,"26/09/2023 17:37:17",144339,3,"questionnaire-79c5",NA,31889313,9429722,NA,"complete","juwuye","3KRVW3HTZTKBNUL2G42WY25CRGFSM2","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"LH","Somewhat true","2","Certainly true","3","Not true","1","Certainly true","3","Not true","1","Somewhat true","2","Not true","1","SUPAMT82113"
"1",1695797466730,"27/09/2023 06:51:06",1695783066730,-4,"26/09/2023 22:51:06",144339,3,"questionnaire-79c5",NA,31891996,9430432,NA,"complete","tjahde","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1360x768","1360x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"HL","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT75168"
"1",1695798531692,"27/09/2023 07:08:51",1695784131692,-4,"26/09/2023 23:08:51",144339,3,"questionnaire-79c5",NA,31892093,9430472,NA,"complete","kcbybd","","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT07437"
"1",1695801939397,"27/09/2023 08:05:39",1695787539397,-4,"27/09/2023 00:05:39",144339,3,"questionnaire-79c5",NA,31892505,9430626,NA,"complete","eaqxde","","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1360x768","1700x773",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"HL","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT73370"
"1",1695827989965,"27/09/2023 15:19:49",1695813589965,-4,"27/09/2023 07:19:49",144339,3,"questionnaire-79c5",NA,31899653,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"LH","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","Not true","1","SUPAMT16300"
"1",1695842486046,"27/09/2023 19:21:26",1695828086046,-4,"27/09/2023 11:21:26",144339,3,"questionnaire-79c5",NA,31899801,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","EFDGCHBIAJK",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","SUPAMT05723"
"1",1695828168403,"27/09/2023 15:22:48",1695813768403,-4,"27/09/2023 07:22:48",144339,3,"questionnaire-79c5",NA,31899887,9432759,NA,"complete","fynptb","3MMN5BL1W5373D0NQP1VQUX003BM36","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x907",NA,NA,0,"ARI",2,"In","HIGJFKEADBC",NA,"HL","Not true","1","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT30004"
"1",1695829256538,"27/09/2023 15:40:56",1695814856538,-4,"27/09/2023 07:40:56",144339,3,"questionnaire-79c5",NA,31900520,9432868,NA,"complete","rsapkw","3H0W84IWBQ11ARTCKHE8VKV7XF0REQ","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"ARI",2,"In","IJHKGAFBECD",NA,"LH","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT08836"
"1",1695852235549,"27/09/2023 22:03:55",1695837835549,-4,"27/09/2023 14:03:55",144339,3,"questionnaire-79c5",NA,31901010,9433036,NA,"complete","zovvir","36WLNQG7859EUKCNOKSIV5Q3FTYEB1","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","KAJBICHDGEF",NA,"HL","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Certainly true","3","SUPAMT16874"
"1",1695830891956,"27/09/2023 16:08:11",1695816491956,-4,"27/09/2023 08:08:11",144339,3,"questionnaire-79c5",NA,31901177,9432685,NA,"complete","yftxkc","3JPSL1DZ5YYD5GK8B5V5QH06B3EANR","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","2049x928",NA,NA,0,"ARI",2,"In","GHFIEJDKCAB",NA,"LH","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","SUPAMT54803"
"1",1695830983050,"27/09/2023 16:09:43",1695816583050,-4,"27/09/2023 08:09:43",144339,3,"questionnaire-79c5",NA,31901225,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","FGEHDICJBKA",NA,"HL","Not true","1","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Somewhat true","2","Certainly true","3","SUPAMT54273"
"1",1695831695416,"27/09/2023 16:21:35",1695817295416,-4,"27/09/2023 08:21:35",144339,3,"questionnaire-79c5",NA,31901528,9433140,NA,"complete","dofxgn","3R3YRB5GRL2Q064H867R4CS0JZGAUS","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"ARI",2,"In","BCADKEJFIGH",NA,"HL","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT75167"
"1",1695832553430,"27/09/2023 16:35:53",1695818153430,-4,"27/09/2023 08:35:53",144339,3,"questionnaire-79c5",NA,31901932,9433137,NA,"complete","ohuzza","34V1S5K3GY0RTC4BKIVOSB30AVG96A","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","ABKCJDIEHFG",NA,"LH","Certainly true","3","Not true","1","Somewhat true","2","Certainly true","3","Somewhat true","2","Not true","1","Somewhat true","2","SUPAMT59092"
"1",1695831870165,"27/09/2023 16:24:30",1695817470165,-4,"27/09/2023 08:24:30",144339,3,"questionnaire-79c5",NA,31901630,9433144,NA,"complete","wlbrqv","3C6FJU71TWSRWO2KOCL77YA7MQIYUP","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1517x687",NA,NA,0,"ARI",2,"In","CDBEAFKGJHI",NA,"LH","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Certainly true","3","Somewhat true","2","Certainly true","3","SUPAMT43564"
"1",1695832022547,"27/09/2023 16:27:02",1695817622547,-4,"27/09/2023 08:27:02",144339,3,"questionnaire-79c5",NA,31901703,9433143,NA,"complete","kozjey","30IQTZXKAQ5MGX0UL9LLZDFR4VL0XJ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"ARI",2,"In","DECFBGAHKIJ",NA,"HL","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","Certainly true","3","Somewhat true","2","SUPAMT01454"
