"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1694458820343,"11/09/2023 19:00:20",1694437220343,-6,"11/09/2023 07:00:20",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",1750,2906.25,2937.5,1750,2906.25,2937.5,1,1750,1187.5,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT63935"
"13",1694458820343,"11/09/2023 19:00:20",1694437220343,-6,"11/09/2023 07:00:20",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2187.5,2906.25,2937.5,2187.5,2906.25,2937.5,1,2187.5,750,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT63935"
"14",1694458820345,"11/09/2023 19:00:20",1694437220345,-6,"11/09/2023 07:00:20",142342,3,"questionnaire-uu2n",NA,31627502,9348010,NA,"complete","mtbyez","3YW4XOSQKWKU6IRHCNEYTBZXCP61US","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT63935"
"1",1694452095779,"11/09/2023 17:08:15",1694437695779,-4,"11/09/2023 09:08:15",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT91520"
"2",1694452114050,"11/09/2023 17:08:34",1694437714050,-4,"11/09/2023 09:08:34",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",18289.426,18272.76,18289.426,18289.426,18272.76,18289.426,1,18289.426,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT91520"
"3",1694452114053,"11/09/2023 17:08:34",1694437714053,-4,"11/09/2023 09:08:34",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",11179.339,18272.76,18289.426,11179.339,18272.76,18289.426,1,11179.339,7110.087,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT91520"
"4",1694452114054,"11/09/2023 17:08:34",1694437714054,-4,"11/09/2023 09:08:34",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",5397.381,18272.76,18289.426,5397.381,18272.76,18289.426,1,5397.381,12892.045,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT91520"
"5",1694452114054,"11/09/2023 17:08:34",1694437714054,-4,"11/09/2023 09:08:34",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",16416.779,18272.76,18289.426,16416.779,18272.76,18289.426,1,16416.779,1872.647,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT91520"
"6",1694452118592,"11/09/2023 17:08:38",1694437718592,-4,"11/09/2023 09:08:38",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4558.99099999926,4551.759,4558.99099999926,4558.99099999926,4551.759,4558.99099999926,1,4558.99099999926,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT91520"
"7",1694452118592,"11/09/2023 17:08:38",1694437718592,-4,"11/09/2023 09:08:38",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2055.875,4551.759,4559.99099999926,2055.875,4551.759,4559.99099999926,1,2055.875,2504.11599999926,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT91520"
"8",1694452118593,"11/09/2023 17:08:38",1694437718593,-4,"11/09/2023 09:08:38",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",2738.469,4551.759,4560.69099999851,2738.469,4551.759,4560.69099999851,1,2738.469,1822.22199999851,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT91520"
"9",1694452118594,"11/09/2023 17:08:38",1694437718594,-4,"11/09/2023 09:08:38",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",3553.293,4551.759,4561.39100000149,3553.293,4551.759,4561.39100000149,1,3553.293,1008.09800000149,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT91520"
"10",1694452125900,"11/09/2023 17:08:45",1694437725900,-4,"11/09/2023 09:08:45",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",7315.43199999851,7305.624,7315.43199999851,7315.43199999851,7305.624,7315.43199999851,1,7315.43199999851,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT91520"
"11",1694452125904,"11/09/2023 17:08:45",1694437725904,-4,"11/09/2023 09:08:45",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",5144.121,7305.624,7319.532,5144.121,7305.624,7319.532,1,5144.121,2175.411,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT91520"
"12",1694452125904,"11/09/2023 17:08:45",1694437725904,-4,"11/09/2023 09:08:45",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",5847.011,7305.624,7320.13200000149,5847.011,7305.624,7320.13200000149,1,5847.011,1473.12100000149,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT91520"
"13",1694452125905,"11/09/2023 17:08:45",1694437725905,-4,"11/09/2023 09:08:45",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",6586.083,7305.624,7320.73199999925,6586.083,7305.624,7320.73199999925,1,6586.083,734.648999999255,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT91520"
"14",1694452125907,"11/09/2023 17:08:45",1694437725907,-4,"11/09/2023 09:08:45",142342,3,"questionnaire-uu2n",NA,31627741,9348091,NA,"complete","iosqgt","32XVDSJFP5WIIV44MPNQ7KS8T0QM2V","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT91520"
"1",1694454767642,"11/09/2023 17:52:47",1694440367642,-4,"11/09/2023 09:52:47",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,NA
"2",1694454783253,"11/09/2023 17:53:03",1694440383253,-4,"11/09/2023 09:53:03",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",15624.0370000954,15610.158,15624.0370000954,15624.0370000954,15610.158,15624.0370000954,1,15624.0370000954,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,NA
"3",1694454783256,"11/09/2023 17:53:03",1694440383256,-4,"11/09/2023 09:53:03",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",1833.917,15610.158,15626.824,1833.917,15610.158,15626.824,1,1833.917,13792.907,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,NA
"4",1694454783256,"11/09/2023 17:53:03",1694440383256,-4,"11/09/2023 09:53:03",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2408.131,15610.158,15626.824,2408.131,15610.158,15626.824,1,2408.131,13218.693,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,NA
"5",1694454783256,"11/09/2023 17:53:03",1694440383256,-4,"11/09/2023 09:53:03",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",2932.616,15610.158,15626.824,2932.616,15610.158,15626.824,1,2932.616,12694.208,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,NA
"6",1694454786814,"11/09/2023 17:53:06",1694440386814,-4,"11/09/2023 09:53:06",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3579.26,3562.594,3579.26,3579.26,3562.594,3579.26,1,3579.26,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,NA
"7",1694454786815,"11/09/2023 17:53:06",1694440386815,-4,"11/09/2023 09:53:06",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",1960.431,3562.594,3579.26,1960.431,3562.594,3579.26,1,1960.431,1618.829,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,NA
"8",1694454786815,"11/09/2023 17:53:06",1694440386815,-4,"11/09/2023 09:53:06",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2445.379,3562.594,3579.26,2445.379,3562.594,3579.26,1,2445.379,1133.881,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,NA
"9",1694454786815,"11/09/2023 17:53:06",1694440386815,-4,"11/09/2023 09:53:06",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3017.03,3562.594,3579.26,3017.03,3562.594,3579.26,1,3017.03,562.230000000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,NA
"10",1694454792684,"11/09/2023 17:53:12",1694440392684,-4,"11/09/2023 09:53:12",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",5887.28500009537,5874.628,5887.28500009537,5887.28500009537,5874.628,5887.28500009537,1,5887.28500009537,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,NA
"11",1694454792684,"11/09/2023 17:53:12",1694440392684,-4,"11/09/2023 09:53:12",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2142.504,5874.628,5887.98499990463,2142.504,5874.628,5887.98499990463,1,2142.504,3745.48099990463,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,NA
"12",1694454792685,"11/09/2023 17:53:12",1694440392685,-4,"11/09/2023 09:53:12",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",2777.968,5874.628,5888.5850002861,2777.968,5874.628,5888.5850002861,1,2777.968,3110.6170002861,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,NA
"13",1694454792685,"11/09/2023 17:53:12",1694440392685,-4,"11/09/2023 09:53:12",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3264.44,5874.628,5889.0850002861,3264.44,5874.628,5889.0850002861,1,3264.44,2624.6450002861,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,NA
"14",1694454792690,"11/09/2023 17:53:12",1694440392690,-4,"11/09/2023 09:53:12",142342,3,"questionnaire-uu2n",NA,31628811,9348312,NA,"complete","jqbjgv","","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFKGJHI",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,NA
"1",1694455142262,"11/09/2023 17:59:02",1694440742262,-4,"11/09/2023 09:59:02",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT64111"
"2",1694455205364,"11/09/2023 18:00:05",1694440805364,-4,"11/09/2023 10:00:05",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",63123.08,63116.92,63123.08,63123.08,63116.92,63123.08,1,63123.08,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT64111"
"3",1694455205382,"11/09/2023 18:00:05",1694440805382,-4,"11/09/2023 10:00:05",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",27582.84,63116.92,63133.58,27582.84,63116.92,63133.58,1,27582.84,35550.74,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT64111"
"4",1694455205383,"11/09/2023 18:00:05",1694440805383,-4,"11/09/2023 10:00:05",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",42867.06,63116.92,63133.58,42867.06,63116.92,63133.58,1,42867.06,20266.52,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT64111"
"5",1694455205385,"11/09/2023 18:00:05",1694440805385,-4,"11/09/2023 10:00:05",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",58334.46,63116.92,63133.58,58334.46,63116.92,63133.58,1,58334.46,4799.12,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT64111"
"6",1694455240672,"11/09/2023 18:00:40",1694440840672,-4,"11/09/2023 10:00:40",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",35315.16,35300.92,35315.16,35315.16,35300.92,35315.16,1,35315.16,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT64111"
"7",1694455240682,"11/09/2023 18:00:40",1694440840682,-4,"11/09/2023 10:00:40",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",9566.74,35300.92,35317.58,9566.74,35300.92,35317.58,1,9566.74,25750.84,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT64111"
"8",1694455240684,"11/09/2023 18:00:40",1694440840684,-4,"11/09/2023 10:00:40",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","0",17517.16,35300.92,35317.58,17517.16,35300.92,35317.58,1,17517.16,17800.42,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT64111"
"9",1694455240685,"11/09/2023 18:00:40",1694440840685,-4,"11/09/2023 10:00:40",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",33751.2,35300.92,35317.58,33751.2,35300.92,35317.58,1,33751.2,1566.37999999999,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT64111"
"10",1694455263877,"11/09/2023 18:01:03",1694440863877,-4,"11/09/2023 10:01:03",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",23217.62,23200.96,23217.62,23217.62,23200.96,23217.62,1,23217.62,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT64111"
"11",1694455263885,"11/09/2023 18:01:03",1694440863885,-4,"11/09/2023 10:01:03",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",7750.42,23200.96,23217.62,7750.42,23200.96,23217.62,1,7750.42,15467.2,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT64111"
"12",1694455263888,"11/09/2023 18:01:03",1694440863888,-4,"11/09/2023 10:01:03",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",15417.32,23200.96,23217.62,15417.32,23200.96,23217.62,1,15417.32,7800.3,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT64111"
"13",1694455263889,"11/09/2023 18:01:03",1694440863889,-4,"11/09/2023 10:01:03",142342,3,"questionnaire-uu2n",NA,31629114,9348283,NA,"complete","sfsbxy","31N2WW6R9XP1X38642XIV4DR2C63F6","computer","Desktop or Laptop","Windows 10","Firefox 117.0","1536x864","1536x731",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",20866.34,23200.96,23217.62,20866.34,23200.96,23217.62,1,20866.34,2351.28,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT64111"
