"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand","Spreadsheet..Win","Spreadsheet..Win2","Spreadsheet..Win3","Spreadsheet..randF","Manipulation..Spreadsheet","Store..MoneyLow","Store..MoneyHigh","Store..MoneyReward","Store..Loss","Random_ID"
"11",1701886103657,"06/12/2023 18:08:23",1701886103657,0,"06/12/2023 18:08:23",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",1,"FortuneL","Screen 1","94ikrr",1,"timedOut","",5000.93,4998.775,5000.93,5000.93,4998.775,5000.93,1,5000.93,0,0,NA,"Time Limit","screen",0,"screen","FortuneL","","","",NA,0.08,NA,NA,1,NA,0.08,NA,NA,NA,"MDPRF02309"
"12",1701886108303,"06/12/2023 18:08:28",1701886108303,0,"06/12/2023 18:08:28",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",4,"Rating","Screen 1","poh9ia",1,"continue","",4648.95499995232,4635.358,4648.95499995232,4648.95499995232,4635.358,4648.95499995232,1,4648.95499995232,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"13",1701886108305,"06/12/2023 18:08:28",1701886108305,0,"06/12/2023 18:08:28",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",4,"Rating","Screen 1","poh9ia",1,"response","76",2068.478,4635.358,4650.35499980926,2068.478,4635.358,4650.35499980926,1,2068.478,2581.87699980927,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",2,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"14",1701886110989,"06/12/2023 18:08:30",1701886110989,0,"06/12/2023 18:08:30",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",5,"Rating","Screen 1","poh9ia",1,"continue","",2698.99699980926,2683.461,2698.99699980926,2698.99699980926,2683.461,2698.99699980926,1,2698.99699980926,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"15",1701886110989,"06/12/2023 18:08:30",1701886110989,0,"06/12/2023 18:08:30",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",5,"Rating","Screen 1","poh9ia",1,"response","22",1366.736,2683.461,2699.297,1366.736,2683.461,2699.297,1,1366.736,1332.561,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",2,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"16",1701886113223,"06/12/2023 18:08:33",1701886113223,0,"06/12/2023 18:08:33",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",6,"Rating","Screen 1","poh9ia",1,"continue","",2249.63599995232,2233.49,2249.63599995232,2249.63599995232,2233.49,2249.63599995232,1,2249.63599995232,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"17",1701886113223,"06/12/2023 18:08:33",1701886113223,0,"06/12/2023 18:08:33",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",6,"Rating","Screen 1","poh9ia",1,"response","98",1450.40500000001,2233.49,2249.93599990464,1450.40500000001,2233.49,2249.93599990464,1,1450.40500000001,799.530999904629,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",2,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"18",1701886144176,"06/12/2023 18:09:04",1701886144176,0,"06/12/2023 18:09:04",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",1,"RestL","Screen 1","sy8yuu",1,"continue","",30968.227,30968.227,30968.227,30968.227,30968.227,30968.227,1,30968.227,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"19",1701886147471,"06/12/2023 18:09:07",1701886147471,0,"06/12/2023 18:09:07",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",7,"Rating","Screen 1","poh9ia",1,"continue","",3296.21899990464,3283.47500000001,3296.21899990464,3296.21899990464,3283.47500000001,3296.21899990464,1,3296.21899990464,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"20",1701886147472,"06/12/2023 18:09:07",1701886147472,0,"06/12/2023 18:09:07",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",7,"Rating","Screen 1","poh9ia",1,"response","95",2583.41600000001,3283.47500000001,3296.41899995232,2583.41600000001,3283.47500000001,3296.41899995232,1,2583.41600000001,713.00299995231,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"21",1701886150553,"06/12/2023 18:09:10",1701886150553,0,"06/12/2023 18:09:10",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",8,"Rating","Screen 1","poh9ia",1,"continue","",3094.74399990463,3083.533,3094.74399990463,3094.74399990463,3083.533,3094.74399990463,1,3094.74399990463,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"22",1701886150554,"06/12/2023 18:09:10",1701886150554,0,"06/12/2023 18:09:10",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",8,"Rating","Screen 1","poh9ia",1,"response","3",2350.11,3083.533,3094.94399995232,2350.11,3083.533,3094.94399995232,1,2350.11,744.833999952316,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"23",1701886152586,"06/12/2023 18:09:12",1701886152586,0,"06/12/2023 18:09:12",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",9,"Rating","Screen 1","poh9ia",1,"continue","",2044.111,2033.58,2044.111,2044.111,2033.58,2044.111,1,2044.111,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"24",1701886152587,"06/12/2023 18:09:12",1701886152587,0,"06/12/2023 18:09:12",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",9,"Rating","Screen 1","poh9ia",1,"response","99",1350.05,2033.58,2044.41099995232,1350.05,2033.58,2044.41099995232,1,1350.05,694.360999952318,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",3,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"25",1701886206971,"06/12/2023 18:10:06",1701886206971,0,"06/12/2023 18:10:06",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",2,"RestL","Screen 1","sy8yuu",1,"continue","",54386.123,54386.123,54386.123,54386.123,54386.123,54386.123,1,54386.123,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"26",1701886209845,"06/12/2023 18:10:09",1701886209845,0,"06/12/2023 18:10:09",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",10,"Rating","Screen 1","poh9ia",1,"continue","",2882.908,2866.62899999999,2882.908,2882.908,2866.62899999999,2882.908,1,2882.908,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"27",1701886209845,"06/12/2023 18:10:09",1701886209845,0,"06/12/2023 18:10:09",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",10,"Rating","Screen 1","poh9ia",1,"response","17",2116.53,2866.62899999999,2883.20799995231,2116.53,2866.62899999999,2883.20799995231,1,2116.53,766.677999952313,0,NA,"Slider","MoodSlider",2,"object-10","Rating","happy","unhappy","happy",4,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"28",1701886213147,"06/12/2023 18:10:13",1701886213147,0,"06/12/2023 18:10:13",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",11,"Rating","Screen 1","poh9ia",1,"continue","",3318.87899990464,3317.11500000002,3318.87899990464,3318.87899990464,3317.11500000002,3318.87899990464,1,3318.87899990464,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"29",1701886213148,"06/12/2023 18:10:13",1701886213148,0,"06/12/2023 18:10:13",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",11,"Rating","Screen 1","poh9ia",1,"response","12",2600.092,3317.11500000002,3319.07899995233,2600.092,3317.11500000002,3319.07899995233,1,2600.092,718.986999952322,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",4,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"30",1701886215271,"06/12/2023 18:10:15",1701886215271,0,"06/12/2023 18:10:15",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",12,"Rating","Screen 1","poh9ia",1,"continue","",2124.86399980925,2116.606,2124.86399980925,2124.86399980925,2116.606,2124.86399980925,1,2124.86399980925,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"31",1701886215271,"06/12/2023 18:10:15",1701886215271,0,"06/12/2023 18:10:15",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",12,"Rating","Screen 1","poh9ia",1,"response","12",1500.03199999998,2116.606,2125.56399985694,1500.03199999998,2116.606,2125.56399985694,1,1500.03199999998,625.531999856961,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",4,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"32",1701886255003,"06/12/2023 18:10:55",1701886255003,0,"06/12/2023 18:10:55",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",3,"RestL","Screen 1","sy8yuu",1,"continue","",39735.558,39735.558,39735.558,39735.558,39735.558,39735.558,1,39735.558,0,0,NA,"Fixation Timing","Fixation",1,"object-21","RestL","","","",NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"33",1701886257851,"06/12/2023 18:10:57",1701886257851,0,"06/12/2023 18:10:57",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",13,"Rating","Screen 1","poh9ia",1,"continue","",2853.09999990463,2850.068,2853.09999990463,2853.09999990463,2850.068,2853.09999990463,1,2853.09999990463,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"34",1701886257851,"06/12/2023 18:10:57",1701886257851,0,"06/12/2023 18:10:57",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",13,"Rating","Screen 1","poh9ia",1,"response","96",1816.592,2850.068,2853.39999985695,1816.592,2850.068,2853.39999985695,1,1816.592,1036.80799985694,0,NA,"Slider","MoodSlider",2,"object-10","Rating","bored","not bored","bored",5,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"35",1701886261316,"06/12/2023 18:11:01",1701886261316,0,"06/12/2023 18:11:01",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",14,"Rating","Screen 1","poh9ia",1,"continue","",3466.98699999999,3450.318,3466.98699999999,3466.98699999999,3450.318,3466.98699999999,1,3466.98699999999,0,0,NA,"Click To Continue","Continue Button",3,"object-25","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
"36",1701886261316,"06/12/2023 18:11:01",1701886261316,0,"06/12/2023 18:11:01",152734,15,"task-ckbn",NA,33496930,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,0,"Rest + Money + Mood rating",33,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1",14,"Rating","Screen 1","poh9ia",1,"response","97",2616.65599999999,3450.318,3466.98699999999,2616.65599999999,3450.318,3466.98699999999,1,2616.65599999999,850.331000000006,0,NA,"Slider","MoodSlider",2,"object-10","Rating","frustrated","not frustrated","frustrated",5,NA,NA,NA,NA,NA,0.08,NA,NA,NA,"MDPRF02309"
