"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"14",1695946959920,"29/09/2023 00:22:39",1695932559920,-4,"28/09/2023 16:22:39",144339,5,"questionnaire-uu2n",NA,31928521,9442809,NA,"complete","qsflpm","3I2PTA7R3ZT4KQ6M3O0BOPY7LY2KQQ","computer","Desktop or Laptop","Windows 10","Chrome 115.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT59946"
"1",1695932815251,"28/09/2023 20:26:55",1695918415251,-4,"28/09/2023 12:26:55",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT36184"
"2",1695932986601,"28/09/2023 20:29:46",1695918586601,-4,"28/09/2023 12:29:46",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",171367,171343.75,171367,171367,171343.75,171367,1,171367,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT36184"
"3",1695932986604,"28/09/2023 20:29:46",1695918586604,-4,"28/09/2023 12:29:46",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",115687.5,171343.75,171375,115687.5,171343.75,171375,1,115687.5,55687.5,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT36184"
"4",1695932986605,"28/09/2023 20:29:46",1695918586605,-4,"28/09/2023 12:29:46",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",155156.25,171343.75,171375,155156.25,171343.75,171375,1,155156.25,16218.75,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT36184"
"5",1695932986605,"28/09/2023 20:29:46",1695918586605,-4,"28/09/2023 12:29:46",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",167125,171343.75,171375,167125,171343.75,171375,1,167125,4250,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT36184"
"6",1695933036572,"28/09/2023 20:30:36",1695918636572,-4,"28/09/2023 12:30:36",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",49999.25,49968.75,49999.25,49999.25,49968.75,49999.25,1,49999.25,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT36184"
"7",1695933036575,"28/09/2023 20:30:36",1695918636575,-4,"28/09/2023 12:30:36",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",21906.25,49968.75,50000,21906.25,49968.75,50000,1,21906.25,28093.75,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT36184"
"8",1695933036575,"28/09/2023 20:30:36",1695918636575,-4,"28/09/2023 12:30:36",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",37156.25,49968.75,50000,37156.25,49968.75,50000,1,37156.25,12843.75,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT36184"
"9",1695933036576,"28/09/2023 20:30:36",1695918636576,-4,"28/09/2023 12:30:36",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",48000,49968.75,50000,48000,49968.75,50000,1,48000,2000,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT36184"
"10",1695933118113,"28/09/2023 20:31:58",1695918718113,-4,"28/09/2023 12:31:58",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",81571.5,81562.5,81571.5,81571.5,81562.5,81571.5,1,81571.5,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT36184"
"11",1695933118116,"28/09/2023 20:31:58",1695918718116,-4,"28/09/2023 12:31:58",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",51562.5,81562.5,81574.5,51562.5,81562.5,81574.5,1,51562.5,30012,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT36184"
"12",1695933118116,"28/09/2023 20:31:58",1695918718116,-4,"28/09/2023 12:31:58",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",69562.5,81562.5,81574.5,69562.5,81562.5,81574.5,1,69562.5,12012,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT36184"
"13",1695933118117,"28/09/2023 20:31:58",1695918718117,-4,"28/09/2023 12:31:58",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",76062.5,81562.5,81575.5,76062.5,81562.5,81575.5,1,76062.5,5513,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT36184"
"14",1695933118122,"28/09/2023 20:31:58",1695918718122,-4,"28/09/2023 12:31:58",144339,5,"questionnaire-uu2n",NA,31928624,9442808,NA,"complete","hzvgmg","3AMW0RGHOJ1KSKQA0OD2GCP1AXLNP7","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","1366x625",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJLK",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT36184"
"1",1695944277910,"28/09/2023 23:37:57",1695919077910,-7,"28/09/2023 09:37:57",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT86355"
"2",1695944352325,"28/09/2023 23:39:12",1695919152325,-7,"28/09/2023 09:39:12",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",74437.5,74406.25,74437.5,74437.5,74406.25,74437.5,1,74437.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT86355"
"3",1695944352328,"28/09/2023 23:39:12",1695919152328,-7,"28/09/2023 09:39:12",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",26343.75,74406.25,74437.5,26343.75,74406.25,74437.5,1,26343.75,48093.75,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT86355"
"4",1695944352328,"28/09/2023 23:39:12",1695919152328,-7,"28/09/2023 09:39:12",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",61625,74406.25,74437.5,61625,74406.25,74437.5,1,61625,12812.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT86355"
"5",1695944352329,"28/09/2023 23:39:12",1695919152329,-7,"28/09/2023 09:39:12",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",66125,74406.25,74437.5,66125,74406.25,74437.5,1,66125,8312.5,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT86355"
"6",1695944356221,"28/09/2023 23:39:16",1695919156221,-7,"28/09/2023 09:39:16",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3933,3906.25,3933,3933,3906.25,3933,1,3933,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT86355"
"7",1695944356222,"28/09/2023 23:39:16",1695919156222,-7,"28/09/2023 09:39:16",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2125,3906.25,3935,2125,3906.25,3935,1,2125,1810,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT86355"
"8",1695944356222,"28/09/2023 23:39:16",1695919156222,-7,"28/09/2023 09:39:16",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2687.5,3906.25,3935,2687.5,3906.25,3935,1,2687.5,1247.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT86355"
"9",1695944356222,"28/09/2023 23:39:16",1695919156222,-7,"28/09/2023 09:39:16",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",3437.5,3906.25,3935,3437.5,3906.25,3935,1,3437.5,497.5,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT86355"
"10",1695944359940,"28/09/2023 23:39:19",1695919159940,-7,"28/09/2023 09:39:19",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3746.75,3718.75,3746.75,3746.75,3718.75,3746.75,1,3746.75,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT86355"
"11",1695944359941,"28/09/2023 23:39:19",1695919159941,-7,"28/09/2023 09:39:19",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1937.5,3718.75,3747.75,1937.5,3718.75,3747.75,1,1937.5,1810.25,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT86355"
"12",1695944359941,"28/09/2023 23:39:19",1695919159941,-7,"28/09/2023 09:39:19",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2437.5,3718.75,3747.75,2437.5,3718.75,3747.75,1,2437.5,1310.25,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT86355"
"13",1695944359942,"28/09/2023 23:39:19",1695919159942,-7,"28/09/2023 09:39:19",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2906.25,3718.75,3748.75,2906.25,3718.75,3748.75,1,2906.25,842.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT86355"
"14",1695944359947,"28/09/2023 23:39:19",1695919159947,-7,"28/09/2023 09:39:19",144339,5,"questionnaire-uu2n",NA,31928970,9442810,NA,"complete","xaoupi","3EFVCAY5L9833208Z9JZ1JDUC3G8J4","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1366x768","914x563",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT86355"
"1",1695932663951,"28/09/2023 20:24:23",1695918263951,-4,"28/09/2023 12:24:23",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT08258"
"2",1695932669157,"28/09/2023 20:24:29",1695918269157,-4,"28/09/2023 12:24:29",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",5230.04600009537,5218.123,5230.04600009537,5230.04600009537,5218.123,5230.04600009537,1,5230.04600009537,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT08258"
"3",1695932669157,"28/09/2023 20:24:29",1695918269157,-4,"28/09/2023 12:24:29",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",1745.758,5218.123,5231.74600014305,1745.758,5218.123,5231.74600014305,1,1745.758,3485.98800014305,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT08258"
"4",1695932669158,"28/09/2023 20:24:29",1695918269158,-4,"28/09/2023 12:24:29",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",2327.401,5218.123,5232.04600009537,2327.401,5218.123,5232.04600009537,1,2327.401,2904.64500009537,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT08258"
"5",1695932669158,"28/09/2023 20:24:29",1695918269158,-4,"28/09/2023 12:24:29",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",2956.875,5218.123,5232.44600019074,2956.875,5218.123,5232.44600019074,1,2956.875,2275.57100019074,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT08258"
"6",1695932673154,"28/09/2023 20:24:33",1695918273154,-4,"28/09/2023 12:24:33",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4010.523,3998.75,4010.523,4010.523,3998.75,4010.523,1,4010.523,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT08258"
"7",1695932673155,"28/09/2023 20:24:33",1695918273155,-4,"28/09/2023 12:24:33",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",1778.745,3998.75,4011.12300014305,1778.745,3998.75,4011.12300014305,1,1778.745,2232.37800014305,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT08258"
"8",1695932673155,"28/09/2023 20:24:33",1695918273155,-4,"28/09/2023 12:24:33",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",2437.125,3998.75,4011.523,2437.125,3998.75,4011.523,1,2437.125,1574.398,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT08258"
"9",1695932673156,"28/09/2023 20:24:33",1695918273156,-4,"28/09/2023 12:24:33",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",3387.772,3998.75,4012.023,3387.772,3998.75,4012.023,1,3387.772,624.251,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT08258"
"10",1695932676723,"28/09/2023 20:24:36",1695918276723,-4,"28/09/2023 12:24:36",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3580.47300004768,3568.051,3580.47300004768,3580.47300004768,3568.051,3580.47300004768,1,3580.47300004768,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT08258"
"11",1695932676729,"28/09/2023 20:24:36",1695918276729,-4,"28/09/2023 12:24:36",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",1516.204,3568.051,3584.717,1516.204,3568.051,3584.717,1,1516.204,2068.513,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT08258"
"12",1695932676730,"28/09/2023 20:24:36",1695918276730,-4,"28/09/2023 12:24:36",144339,5,"questionnaire-uu2n",NA,31928566,9442823,NA,"complete","tqgdxz","33PPO7FEC1EJPMCTYZ9FBACVAFODI3","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x907",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","4",2104.855,3568.051,3584.717,2104.855,3568.051,3584.717,1,2104.855,1479.862,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT08258"
