"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","branch.4fv7","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"9",1695936616746,"28/09/2023 21:30:16",1695922216746,-4,"28/09/2023 13:30:16",144339,5,"questionnaire-uu2n",NA,31930089,9443164,NA,"complete","vsoeke","3JPSL1DZ5YYD5GK8B5V5QH06BC3ANY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1364x768","1364x657",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",3367.533,3832.399,3846.74399990463,3367.533,3832.399,3846.74399990463,1,3367.533,479.210999904637,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT04530"
"10",1695936620662,"28/09/2023 21:30:20",1695922220662,-4,"28/09/2023 13:30:20",144339,5,"questionnaire-uu2n",NA,31930089,9443164,NA,"complete","vsoeke","3JPSL1DZ5YYD5GK8B5V5QH06BC3ANY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1364x768","1364x657",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3929.04499971389,3923.32799999999,3929.04499971389,3929.04499971389,3923.32799999999,3929.04499971389,1,3929.04499971389,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT04530"
"11",1695936620663,"28/09/2023 21:30:20",1695922220663,-4,"28/09/2023 13:30:20",144339,5,"questionnaire-uu2n",NA,31930089,9443164,NA,"complete","vsoeke","3JPSL1DZ5YYD5GK8B5V5QH06BC3ANY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1364x768","1364x657",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",1948.931,3923.32799999999,3930.34499990463,1948.931,3923.32799999999,3930.34499990463,1,1948.931,1981.41399990463,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT04530"
"12",1695936620663,"28/09/2023 21:30:20",1695922220663,-4,"28/09/2023 13:30:20",144339,5,"questionnaire-uu2n",NA,31930089,9443164,NA,"complete","vsoeke","3JPSL1DZ5YYD5GK8B5V5QH06BC3ANY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1364x768","1364x657",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",2565.788,3923.32799999999,3931.04499971389,2565.788,3923.32799999999,3931.04499971389,1,2565.788,1365.25699971389,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT04530"
"13",1695936620664,"28/09/2023 21:30:20",1695922220664,-4,"28/09/2023 13:30:20",144339,5,"questionnaire-uu2n",NA,31930089,9443164,NA,"complete","vsoeke","3JPSL1DZ5YYD5GK8B5V5QH06BC3ANY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1364x768","1364x657",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3214.40599999999,3923.32799999999,3931.54499971389,3214.40599999999,3923.32799999999,3931.54499971389,1,3214.40599999999,717.138999713905,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT04530"
"14",1695936620668,"28/09/2023 21:30:20",1695922220668,-4,"28/09/2023 13:30:20",144339,5,"questionnaire-uu2n",NA,31930089,9443164,NA,"complete","vsoeke","3JPSL1DZ5YYD5GK8B5V5QH06BC3ANY","computer","Desktop or Laptop","Windows 8.1","Chrome 109.0.0.0","1364x768","1364x657",NA,NA,0,"BIQ (Charlotte)",2,"In","HIGJFKELDACB",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT04530"
"1",1695937299934,"28/09/2023 21:41:39",1695922899934,-4,"28/09/2023 13:41:39",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT79674"
"2",1695937324564,"28/09/2023 21:42:04",1695922924564,-4,"28/09/2023 13:42:04",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",24646.0459999985,24633.111,24646.0459999985,24646.0459999985,24633.111,24646.0459999985,1,24646.0459999985,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT79674"
"3",1695937324565,"28/09/2023 21:42:04",1695922924565,-4,"28/09/2023 13:42:04",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",12333.349,24633.111,24647.945999997,12333.349,24633.111,24647.945999997,1,12333.349,12314.596999997,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT79674"
"4",1695937324565,"28/09/2023 21:42:04",1695922924565,-4,"28/09/2023 13:42:04",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",17683.135,24633.111,24648.146,17683.135,24633.111,24648.146,1,17683.135,6965.011,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT79674"
"5",1695937324565,"28/09/2023 21:42:04",1695922924565,-4,"28/09/2023 13:42:04",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",22566.527,24633.111,24648.3459999955,22566.527,24633.111,24648.3459999955,1,22566.527,2081.81899999553,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT79674"
"6",1695937339231,"28/09/2023 21:42:19",1695922939231,-4,"28/09/2023 13:42:19",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",14681.2349999955,14666.335,14681.2349999955,14681.2349999955,14666.335,14681.2349999955,1,14681.2349999955,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT79674"
"7",1695937339233,"28/09/2023 21:42:19",1695922939233,-4,"28/09/2023 13:42:19",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",6366.412,14666.335,14683.001,6366.412,14666.335,14683.001,1,6366.412,8316.58900000001,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT79674"
"8",1695937339234,"28/09/2023 21:42:19",1695922939234,-4,"28/09/2023 13:42:19",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",10499.835,14666.335,14683.001,10499.835,14666.335,14683.001,1,10499.835,4183.166,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT79674"
"9",1695937339234,"28/09/2023 21:42:19",1695922939234,-4,"28/09/2023 13:42:19",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",13516.381,14666.335,14683.001,13516.381,14666.335,14683.001,1,13516.381,1166.62000000001,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT79674"
"10",1695937348549,"28/09/2023 21:42:28",1695922948549,-4,"28/09/2023 13:42:28",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9333.09999999851,9316.549,9333.09999999851,9333.09999999851,9316.549,9333.09999999851,1,9333.09999999851,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT79674"
"11",1695937348550,"28/09/2023 21:42:28",1695922948550,-4,"28/09/2023 13:42:28",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",3950.09699999999,9316.549,9333.215,3950.09699999999,9316.549,9333.215,1,3950.09699999999,5383.11800000001,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT79674"
"12",1695937348550,"28/09/2023 21:42:28",1695922948550,-4,"28/09/2023 13:42:28",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5883.353,9316.549,9333.215,5883.353,9316.549,9333.215,1,5883.353,3449.86200000001,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT79674"
"13",1695937348550,"28/09/2023 21:42:28",1695922948550,-4,"28/09/2023 13:42:28",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",8116.59699999999,9316.549,9333.215,8116.59699999999,9316.549,9333.215,1,8116.59699999999,1216.61800000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT79674"
"14",1695937348551,"28/09/2023 21:42:28",1695922948551,-4,"28/09/2023 13:42:28",144339,5,"questionnaire-uu2n",NA,31930297,9443205,NA,"complete","nilgpd","3OE22WJIGONINMBYX24DUC75NQKQUF","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1680x1050","1503x824",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGLFAEBDC",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT79674"
"1",1695938482704,"28/09/2023 22:01:22",1695924082704,-4,"28/09/2023 14:01:22",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT02221"
"2",1695938488912,"28/09/2023 22:01:28",1695924088912,-4,"28/09/2023 14:01:28",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",6224.57699999963,6211.336,6224.57699999963,6224.57699999963,6211.336,6224.57699999963,1,6224.57699999963,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT02221"
"3",1695938488913,"28/09/2023 22:01:28",1695924088913,-4,"28/09/2023 14:01:28",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",2761.858,6211.336,6226.477,2761.858,6211.336,6226.477,1,2761.858,3464.619,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT02221"
"4",1695938488914,"28/09/2023 22:01:28",1695924088914,-4,"28/09/2023 14:01:28",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",3329.926,6211.336,6226.87700000037,3329.926,6211.336,6226.87700000037,1,3329.926,2896.95100000037,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT02221"
"5",1695938488914,"28/09/2023 22:01:28",1695924088914,-4,"28/09/2023 14:01:28",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",3903.818,6211.336,6227.27700000074,3903.818,6211.336,6227.27700000074,1,3903.818,2323.45900000074,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT02221"
"6",1695938495123,"28/09/2023 22:01:35",1695924095123,-4,"28/09/2023 14:01:35",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",6224.44100000074,6222.652,6224.44100000074,6224.44100000074,6222.652,6224.44100000074,1,6224.44100000074,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT02221"
"7",1695938499450,"28/09/2023 22:01:39",1695924099450,-4,"28/09/2023 14:01:39",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",10551.8410000011,10544.218,10551.8410000011,10551.8410000011,10544.218,10551.8410000011,1,10551.8410000011,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT02221"
"8",1695938499451,"28/09/2023 22:01:39",1695924099451,-4,"28/09/2023 14:01:39",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",7782.723,10544.218,10552.4410000007,7782.723,10544.218,10552.4410000007,1,7782.723,2769.71800000074,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT02221"
"9",1695938499451,"28/09/2023 22:01:39",1695924099451,-4,"28/09/2023 14:01:39",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",8356.364,10544.218,10552.8410000011,8356.364,10544.218,10552.8410000011,1,8356.364,2196.47700000112,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT02221"
"10",1695938499451,"28/09/2023 22:01:39",1695924099451,-4,"28/09/2023 14:01:39",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",9444.774,10544.218,10553.3410000011,9444.774,10544.218,10553.3410000011,1,9444.774,1108.56700000112,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT02221"
"11",1695938512379,"28/09/2023 22:01:52",1695924112379,-4,"28/09/2023 14:01:52",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12934.8230000004,12930.892,12934.8230000004,12934.8230000004,12930.892,12934.8230000004,1,12934.8230000004,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT02221"
"12",1695938512381,"28/09/2023 22:01:52",1695924112381,-4,"28/09/2023 14:01:52",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",10869.529,12930.892,12937.5229999996,10869.529,12930.892,12937.5229999996,1,10869.529,2067.99399999963,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT02221"
"13",1695938512382,"28/09/2023 22:01:52",1695924112382,-4,"28/09/2023 14:01:52",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",11641.782,12930.892,12938.1230000011,11641.782,12930.892,12938.1230000011,1,11641.782,1296.34100000112,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT02221"
"14",1695938512382,"28/09/2023 22:01:52",1695924112382,-4,"28/09/2023 14:01:52",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","5",12221.552,12930.892,12938.8230000004,12221.552,12930.892,12938.8230000004,1,12221.552,717.271000000372,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT02221"
"15",1695938512390,"28/09/2023 22:01:52",1695924112390,-4,"28/09/2023 14:01:52",144339,5,"questionnaire-uu2n",NA,31930581,9443255,NA,"complete","wppwme","3WEV0KO0OSR8J0FP3B3TFCIIJDVSDF","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x651",NA,NA,0,"BIQ (Charlotte)",2,"In","JKILHAGBFCED",NA,"HL","In","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT02221"
"1",1695940231129,"28/09/2023 22:30:31",1695925831129,-4,"28/09/2023 14:30:31",144339,5,"questionnaire-uu2n",NA,31930835,9443330,NA,"complete","uoixja","39O5D9O87ZRUUROWD07HNYSO6YPC3E","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","2560x1440","1727x1018",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT18178"
"2",1695940247476,"28/09/2023 22:30:47",1695925847476,-4,"28/09/2023 14:30:47",144339,5,"questionnaire-uu2n",NA,31930835,9443330,NA,"complete","uoixja","39O5D9O87ZRUUROWD07HNYSO6YPC3E","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","2560x1440","1727x1018",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",16361.3340000119,16352.09,16361.3340000119,16361.3340000119,16352.09,16361.3340000119,1,16361.3340000119,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT18178"
"3",1695940247477,"28/09/2023 22:30:47",1695925847477,-4,"28/09/2023 14:30:47",144339,5,"questionnaire-uu2n",NA,31930835,9443330,NA,"complete","uoixja","39O5D9O87ZRUUROWD07HNYSO6YPC3E","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","2560x1440","1727x1018",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",8134.375,16352.09,16363.3340000119,8134.375,16352.09,16363.3340000119,1,8134.375,8228.95900001192,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT18178"
"4",1695940247477,"28/09/2023 22:30:47",1695925847477,-4,"28/09/2023 14:30:47",144339,5,"questionnaire-uu2n",NA,31930835,9443330,NA,"complete","uoixja","39O5D9O87ZRUUROWD07HNYSO6YPC3E","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","2560x1440","1727x1018",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",11717.995,16352.09,16363.534,11717.995,16352.09,16363.534,1,11717.995,4645.539,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT18178"
"5",1695940247478,"28/09/2023 22:30:47",1695925847478,-4,"28/09/2023 14:30:47",144339,5,"questionnaire-uu2n",NA,31930835,9443330,NA,"complete","uoixja","39O5D9O87ZRUUROWD07HNYSO6YPC3E","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","2560x1440","1727x1018",NA,NA,0,"BIQ (Charlotte)",2,"In","KLJAIBHCGDFE",NA,"LH","In","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",15601.639,16352.09,16363.7339999881,15601.639,16352.09,16363.7339999881,1,15601.639,762.09499998808,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT18178"
