"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.rr6o","Spreadsheet","Spreadsheet.Name","Spreadsheet.Row","Trial.Number","Screen.Number","Screen.Name","Zone.Name","Zone.Type","Reaction.Time","Reaction.Onset","Response.Type","Response","Attempt","Correct","Incorrect","Dishonest","X.Coordinate","Y.Coordinate","Timed.Out","randomise_blocks","randomise_trials","display","animal","ANSWER","Random_ID"
"3",1701885462395,"06/12/2023 17:57:42",1701885462341,0,"06/12/2023 17:57:42",152734,15,"task-9qxs",NA,33496474,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",5658.69999998808,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF82002"
"4",1701885462460,"06/12/2023 17:57:42",1701885462345,0,"06/12/2023 17:57:42",152734,15,"task-9qxs",NA,33496474,9909178,NA,"complete",NA,"6570b44377cbe451a261f3d3","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x708",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","DECFBGAHLIKJ",NA,"In",5,"Spreadsheet1","",NA,"END TASK",NA,"","","",13529,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF82002"
"1",1701885452656,"06/12/2023 17:57:32",1701885451461,0,"06/12/2023 17:57:31",152734,15,"task-9qxs",NA,33496479,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF62430"
"2",1701885460154,"06/12/2023 17:57:40",1701885459022,0,"06/12/2023 17:57:39",152734,15,"task-9qxs",NA,33496479,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",7335,NA,"Enter Key","Cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF62430"
"3",1701885462082,"06/12/2023 17:57:42",1701885460954,0,"06/12/2023 17:57:40",152734,15,"task-9qxs",NA,33496479,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",1927.5,NA,"Enter Key","Snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF62430"
"4",1701885462132,"06/12/2023 17:57:42",1701885460956,0,"06/12/2023 17:57:40",152734,15,"task-9qxs",NA,33496479,9909113,NA,"complete",NA,"6570b276b0270d43e0a78002","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","",NA,"END TASK",NA,"","","",9495,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF62430"
"1",1701886053809,"06/12/2023 18:07:33",1701886053315,0,"06/12/2023 18:07:33",152734,15,"task-9qxs",NA,33496917,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF02309"
"2",1701886061097,"06/12/2023 18:07:41",1701886060654,0,"06/12/2023 18:07:40",152734,15,"task-9qxs",NA,33496917,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",7181.09999990463,NA,"Enter Key","Sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF02309"
"3",1701886063689,"06/12/2023 18:07:43",1701886063225,0,"06/12/2023 18:07:43",152734,15,"task-9qxs",NA,33496917,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",2566.60000014305,NA,"Enter Key","Butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF02309"
"4",1701886063742,"06/12/2023 18:07:43",1701886063228,0,"06/12/2023 18:07:43",152734,15,"task-9qxs",NA,33496917,9909224,NA,"complete",NA,"6570b480798caed9bcc7dd50","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1707x821",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",1,"Spreadsheet1","",NA,"END TASK",NA,"","","",9913,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF02309"
"1",1701886208366,"06/12/2023 18:10:08",1701886209133,0,"06/12/2023 18:10:09",152734,15,"task-9qxs",NA,33497060,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF69845"
"2",1701886217383,"06/12/2023 18:10:17",1701886218156,0,"06/12/2023 18:10:18",152734,15,"task-9qxs",NA,33497060,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",8727,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF69845"
"3",1701886219493,"06/12/2023 18:10:19",1701886220274,0,"06/12/2023 18:10:20",152734,15,"task-9qxs",NA,33497060,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",2100.09999990463,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF69845"
"4",1701886219525,"06/12/2023 18:10:19",1701886220280,0,"06/12/2023 18:10:20",152734,15,"task-9qxs",NA,33497060,9909253,NA,"complete",NA,"6570b6970a4f152cb5538b7c","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x923",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","GHFIEJDKCLBA",NA,"In",3,"Spreadsheet1","",NA,"END TASK",NA,"","","",11147,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF69845"
"1",1701886587073,"06/12/2023 18:16:27",1701886586265,0,"06/12/2023 18:16:26",152734,15,"task-9qxs",NA,33497476,9909256,NA,"complete",NA,"6570b672a5ca4229dd5ea889","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1368x912","1368x755",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",5,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF86222"
"2",1701886596994,"06/12/2023 18:16:36",1701886596225,0,"06/12/2023 18:16:36",152734,15,"task-9qxs",NA,33497476,9909256,NA,"complete",NA,"6570b672a5ca4229dd5ea889","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1368x912","1368x755",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",5,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",9493,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF86222"
"3",1701886600557,"06/12/2023 18:16:40",1701886599748,0,"06/12/2023 18:16:39",152734,15,"task-9qxs",NA,33497476,9909256,NA,"complete",NA,"6570b672a5ca4229dd5ea889","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1368x912","1368x755",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",5,"Spreadsheet1","Spreadsheet1",5,"",1,"Screen 1","Zone2","response_text_entry",3509.59999990463,NA,"Enter Key","butterfly",1,1,0,0,NA,NA,NA,NA,1,"task","i_butterfly.png","butterfly","MDPRF86222"
"4",1701886600652,"06/12/2023 18:16:40",1701886599755,0,"06/12/2023 18:16:39",152734,15,"task-9qxs",NA,33497476,9909256,NA,"complete",NA,"6570b672a5ca4229dd5ea889","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1368x912","1368x755",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","HIGJFKELDACB",NA,"In",5,"Spreadsheet1","",NA,"END TASK",NA,"","","",13489,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF86222"
"1",1701886644970,"06/12/2023 18:17:24",1701886645946,0,"06/12/2023 18:17:25",152734,15,"task-9qxs",NA,33497539,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF45811"
"2",1701886650216,"06/12/2023 18:17:30",1701886651106,0,"06/12/2023 18:17:31",152734,15,"task-9qxs",NA,33497539,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","Spreadsheet1",3,"",1,"Screen 1","Zone2","response_text_entry",4854.19999980927,NA,"Enter Key","cat",1,1,0,0,NA,NA,NA,NA,1,"task","i_cat.png","cat","MDPRF45811"
"3",1701886653275,"06/12/2023 18:17:33",1701886654167,0,"06/12/2023 18:17:34",152734,15,"task-9qxs",NA,33497539,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",3044,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF45811"
"4",1701886653351,"06/12/2023 18:17:33",1701886654169,0,"06/12/2023 18:17:34",152734,15,"task-9qxs",NA,33497539,9909303,NA,"complete",NA,"6570b78f324aed2935065a2b","computer","Desktop or Laptop","Windows 10","Chrome 118.0.0.0","1280x720","1280x601",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","CDBEAFLGKHJI",NA,"In",6,"Spreadsheet1","",NA,"END TASK",NA,"","","",8223,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF45811"
"1",1701886658627,"06/12/2023 18:17:38",1701886658565,0,"06/12/2023 18:17:38",152734,15,"task-9qxs",NA,33497561,9909247,NA,"complete",NA,"6570b6680ea19e92901e5180","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1198x723",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",2,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF27041"
"2",1701886673003,"06/12/2023 18:17:53",1701886672985,0,"06/12/2023 18:17:52",152734,15,"task-9qxs",NA,33497561,9909247,NA,"complete",NA,"6570b6680ea19e92901e5180","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1198x723",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",2,"Spreadsheet1","Spreadsheet1",4,"",1,"Screen 1","Zone2","response_text_entry",14152.5,NA,"Enter Key","snake",1,1,0,0,NA,NA,NA,NA,1,"task","i_snake.png","snake","MDPRF27041"
"3",1701886676867,"06/12/2023 18:17:56",1701886676833,0,"06/12/2023 18:17:56",152734,15,"task-9qxs",NA,33497561,9909247,NA,"complete",NA,"6570b6680ea19e92901e5180","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1198x723",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",2,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",3838.39999997616,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF27041"
"4",1701886676932,"06/12/2023 18:17:56",1701886676836,0,"06/12/2023 18:17:56",152734,15,"task-9qxs",NA,33497561,9909247,NA,"complete",NA,"6570b6680ea19e92901e5180","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1198x723",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","FGEHDICJBKAL",NA,"In",2,"Spreadsheet1","",NA,"END TASK",NA,"","","",18272,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF27041"
"1",1701886663844,"06/12/2023 18:17:43",1701886663340,0,"06/12/2023 18:17:43",152734,15,"task-9qxs",NA,33497572,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF66053"
"2",1701886671287,"06/12/2023 18:17:51",1701886670698,0,"06/12/2023 18:17:50",152734,15,"task-9qxs",NA,33497572,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",4,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",7013.5,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF66053"
"3",1701886674098,"06/12/2023 18:17:54",1701886673618,0,"06/12/2023 18:17:53",152734,15,"task-9qxs",NA,33497572,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",4,"Spreadsheet1","Spreadsheet1",2,"",1,"Screen 1","Zone2","response_text_entry",2864.20000000298,NA,"Enter Key","duck",1,1,0,0,NA,NA,NA,NA,1,"task","i_duck.png","duck","MDPRF66053"
"4",1701886674266,"06/12/2023 18:17:54",1701886673624,0,"06/12/2023 18:17:53",152734,15,"task-9qxs",NA,33497572,9909327,NA,"complete",NA,"6570b891def6aeab21672509","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 118.0.0.0","1536x864","1536x756",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","BCADLEKFJGIH",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",10284,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF66053"
"1",1701886738992,"06/12/2023 18:18:58",1701886740462,0,"06/12/2023 18:19:00",152734,15,"task-9qxs",NA,33497645,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",4,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF89096"
"2",1701886756542,"06/12/2023 18:19:16",1701886758060,0,"06/12/2023 18:19:18",152734,15,"task-9qxs",NA,33497645,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",4,"Spreadsheet1","Spreadsheet1",7,"",1,"Screen 1","Zone2","response_text_entry",17249.6000000238,NA,"Enter Key","sheep",1,1,0,0,NA,NA,NA,NA,1,"task","i_sheep.png","sheep","MDPRF89096"
"3",1701886759575,"06/12/2023 18:19:19",1701886761097,0,"06/12/2023 18:19:21",152734,15,"task-9qxs",NA,33497645,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",4,"Spreadsheet1","Spreadsheet1",6,"",1,"Screen 1","Zone2","response_text_entry",3019.70000004768,NA,"Enter Key","elephant",1,1,0,0,NA,NA,NA,NA,1,"task","i_elephant.png","elephant","MDPRF89096"
"4",1701886759684,"06/12/2023 18:19:19",1701886761106,0,"06/12/2023 18:19:21",152734,15,"task-9qxs",NA,33497645,9909228,NA,"complete",NA,"6570b5cb9df66f11ec0691fd","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1422x670",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","IJHKGLFAEBDC",NA,"In",4,"Spreadsheet1","",NA,"END TASK",NA,"","","",20645,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF89096"
"1",1701886759982,"06/12/2023 18:19:19",1701886759811,0,"06/12/2023 18:19:19",152734,15,"task-9qxs",NA,33497666,9909345,NA,"complete",NA,"6570b901f4750c58dffb72a5","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x911",NA,NA,NA,"Bot Checks: Naming Task (Clone)",2,"In","EFDGCHBIAJLK",NA,"In",5,"Spreadsheet1","",NA,"BEGIN TASK",NA,"","","",NA,NA,"","",NA,0,1,0,NA,NA,NA,NA,NA,"","","","MDPRF42986"
